starttime	seconds	ctime	dtime	ttime	wait
Sat May 21 23:15:39 2022	1653167739	1	4	5	4
Sat May 21 23:15:56 2022	1653167756	1	4	5	4
Sat May 21 23:15:27 2022	1653167727	1	4	5	4
Sat May 21 23:15:41 2022	1653167741	1	4	5	4
Sat May 21 23:15:40 2022	1653167740	1	4	5	4
Sat May 21 23:15:40 2022	1653167740	1	4	5	4
Sat May 21 23:15:24 2022	1653167724	1	4	5	4
Sat May 21 23:15:41 2022	1653167741	1	4	5	4
Sat May 21 23:15:56 2022	1653167756	1	4	5	4
Sat May 21 23:15:38 2022	1653167738	1	4	5	4
Sat May 21 23:15:56 2022	1653167756	1	4	5	4
Sat May 21 23:15:28 2022	1653167728	1	4	5	4
Sat May 21 23:15:40 2022	1653167740	1	5	5	5
Sat May 21 23:15:31 2022	1653167731	1	5	5	5
Sat May 21 23:15:56 2022	1653167756	1	5	5	4
Sat May 21 23:15:31 2022	1653167731	1	5	5	5
Sat May 21 23:15:25 2022	1653167725	1	5	5	5
Sat May 21 23:15:24 2022	1653167724	2	4	6	4
Sat May 21 23:15:29 2022	1653167729	1	5	6	5
Sat May 21 23:15:39 2022	1653167739	1	5	6	5
Sat May 21 23:15:28 2022	1653167728	1	4	6	4
Sat May 21 23:15:39 2022	1653167739	1	4	6	4
Sat May 21 23:15:24 2022	1653167724	1	5	6	5
Sat May 21 23:15:38 2022	1653167738	1	4	6	4
Sat May 21 23:15:25 2022	1653167725	1	5	6	5
Sat May 21 23:15:28 2022	1653167728	1	5	6	5
Sat May 21 23:15:41 2022	1653167741	1	5	6	5
Sat May 21 23:15:38 2022	1653167738	1	5	6	5
Sat May 21 23:15:39 2022	1653167739	1	5	6	4
Sat May 21 23:15:39 2022	1653167739	1	5	6	5
Sat May 21 23:15:27 2022	1653167727	1	5	6	5
Sat May 21 23:15:39 2022	1653167739	1	5	6	5
Sat May 21 23:15:25 2022	1653167725	1	5	6	4
Sat May 21 23:15:38 2022	1653167738	1	5	6	4
Sat May 21 23:15:39 2022	1653167739	1	5	6	4
Sat May 21 23:15:40 2022	1653167740	1	5	6	5
Sat May 21 23:15:41 2022	1653167741	1	5	6	5
Sat May 21 23:15:38 2022	1653167738	1	5	6	5
Sat May 21 23:15:28 2022	1653167728	1	5	6	5
Sat May 21 23:15:25 2022	1653167725	1	5	6	5
Sat May 21 23:15:39 2022	1653167739	1	5	6	5
Sat May 21 23:15:28 2022	1653167728	1	5	6	5
Sat May 21 23:15:56 2022	1653167756	1	5	6	4
Sat May 21 23:15:39 2022	1653167739	1	5	6	4
Sat May 21 23:15:41 2022	1653167741	1	5	6	5
Sat May 21 23:15:31 2022	1653167731	1	5	6	5
Sat May 21 23:15:25 2022	1653167725	1	5	6	5
Sat May 21 23:15:27 2022	1653167727	1	5	6	5
Sat May 21 23:15:40 2022	1653167740	1	5	6	5
