starttime	seconds	ctime	dtime	ttime	wait
Sun May 22 00:18:09 2022	1653171489	1	8	9	5
Sun May 22 00:19:05 2022	1653171545	2	8	10	8
Sun May 22 00:19:05 2022	1653171545	2	10	12	10
Sun May 22 00:19:05 2022	1653171545	1	10	12	10
Sun May 22 00:19:05 2022	1653171545	1	11	12	11
Sun May 22 00:18:23 2022	1653171503	1	11	12	11
Sun May 22 00:19:05 2022	1653171545	1	12	13	12
Sun May 22 00:19:05 2022	1653171545	1	13	14	13
Sun May 22 00:18:13 2022	1653171493	2	12	14	12
Sun May 22 00:19:05 2022	1653171545	2	13	14	13
Sun May 22 00:19:05 2022	1653171545	1	13	14	13
Sun May 22 00:19:05 2022	1653171545	1	13	14	13
Sun May 22 00:18:39 2022	1653171519	2	13	15	12
Sun May 22 00:19:05 2022	1653171545	1	14	15	14
Sun May 22 00:19:05 2022	1653171545	1	14	15	14
Sun May 22 00:19:05 2022	1653171545	1	14	15	14
Sun May 22 00:19:05 2022	1653171545	1	15	16	15
Sun May 22 00:19:05 2022	1653171545	1	15	16	15
Sun May 22 00:18:23 2022	1653171503	1	17	17	17
Sun May 22 00:19:05 2022	1653171545	1	16	17	16
Sun May 22 00:18:23 2022	1653171503	1	16	18	16
Sun May 22 00:18:23 2022	1653171503	2	17	18	17
Sun May 22 00:18:23 2022	1653171503	2	17	19	17
Sun May 22 00:18:23 2022	1653171503	3	17	20	17
Sun May 22 00:18:23 2022	1653171503	2	19	21	19
Sun May 22 00:19:05 2022	1653171545	2	20	21	19
Sun May 22 00:18:23 2022	1653171503	1	21	22	21
Sun May 22 00:18:23 2022	1653171503	1	21	22	21
Sun May 22 00:18:23 2022	1653171503	3	20	22	20
Sun May 22 00:18:32 2022	1653171512	3	20	23	18
Sun May 22 00:19:05 2022	1653171545	3	20	23	20
Sun May 22 00:18:13 2022	1653171493	1	22	23	19
Sun May 22 00:18:23 2022	1653171503	1	22	24	22
Sun May 22 00:18:23 2022	1653171503	2	22	24	22
Sun May 22 00:18:09 2022	1653171489	0	24	25	23
Sun May 22 00:19:05 2022	1653171545	1	24	25	23
Sun May 22 00:18:23 2022	1653171503	1	24	25	24
Sun May 22 00:19:05 2022	1653171545	1	24	25	24
Sun May 22 00:18:23 2022	1653171503	1	24	25	24
Sun May 22 00:18:23 2022	1653171503	2	23	25	23
Sun May 22 00:18:23 2022	1653171503	1	24	25	24
Sun May 22 00:19:08 2022	1653171548	1	25	26	24
Sun May 22 00:18:23 2022	1653171503	1	25	27	25
Sun May 22 00:18:23 2022	1653171503	2	25	27	25
Sun May 22 00:18:13 2022	1653171493	1	26	27	25
Sun May 22 00:18:32 2022	1653171512	1	26	27	26
Sun May 22 00:18:23 2022	1653171503	3	24	27	24
Sun May 22 00:19:08 2022	1653171548	1	27	27	26
Sun May 22 00:18:23 2022	1653171503	2	26	28	26
Sun May 22 00:18:23 2022	1653171503	2	27	28	24
Sun May 22 00:18:23 2022	1653171503	1	28	28	28
Sun May 22 00:18:39 2022	1653171519	2	27	29	25
Sun May 22 00:18:23 2022	1653171503	1	28	29	27
Sun May 22 00:18:32 2022	1653171512	2	28	29	26
Sun May 22 00:18:09 2022	1653171489	0	30	31	30
Sun May 22 00:18:12 2022	1653171492	2	29	31	27
Sun May 22 00:18:12 2022	1653171492	4	28	32	28
Sun May 22 00:18:12 2022	1653171492	2	30	32	29
Sun May 22 00:18:39 2022	1653171519	1	31	32	31
Sun May 22 00:18:12 2022	1653171492	3	29	32	28
Sun May 22 00:18:21 2022	1653171501	1	31	32	31
Sun May 22 00:19:05 2022	1653171545	2	31	33	29
Sun May 22 00:18:09 2022	1653171489	1	33	33	32
Sun May 22 00:19:00 2022	1653171540	1	33	33	32
Sun May 22 00:18:32 2022	1653171512	2	32	34	31
Sun May 22 00:18:32 2022	1653171512	1	33	34	33
Sun May 22 00:18:21 2022	1653171501	1	33	34	30
Sun May 22 00:19:08 2022	1653171548	1	33	34	32
Sun May 22 00:18:39 2022	1653171519	1	34	34	34
Sun May 22 00:18:23 2022	1653171503	1	34	35	34
Sun May 22 00:19:00 2022	1653171540	1	34	35	33
Sun May 22 00:18:59 2022	1653171539	1	34	35	33
Sun May 22 00:18:50 2022	1653171530	1	35	35	34
Sun May 22 00:18:12 2022	1653171492	6	30	35	29
Sun May 22 00:18:28 2022	1653171508	1	35	35	34
Sun May 22 00:18:59 2022	1653171539	1	35	35	35
