starttime	seconds	ctime	dtime	ttime	wait
Sun May 22 01:12:28 2022	1653174748	1	4	5	4
Sun May 22 01:12:07 2022	1653174727	1	5	5	5
Sun May 22 01:12:07 2022	1653174727	1	5	5	4
Sun May 22 01:12:18 2022	1653174738	0	5	5	3
Sun May 22 01:12:18 2022	1653174738	1	5	5	3
Sun May 22 01:12:18 2022	1653174738	0	5	5	4
Sun May 22 01:12:20 2022	1653174740	1	5	5	5
Sun May 22 01:12:19 2022	1653174739	1	5	6	4
Sun May 22 01:12:08 2022	1653174728	1	5	6	4
Sun May 22 01:12:19 2022	1653174739	1	5	6	5
Sun May 22 01:12:19 2022	1653174739	1	5	6	4
Sun May 22 01:12:29 2022	1653174749	0	5	6	5
Sun May 22 01:12:39 2022	1653174759	0	5	6	5
Sun May 22 01:12:18 2022	1653174738	0	5	6	4
Sun May 22 01:12:19 2022	1653174739	1	5	6	4
Sun May 22 01:12:19 2022	1653174739	1	5	6	4
Sun May 22 01:12:20 2022	1653174740	1	5	6	4
Sun May 22 01:12:19 2022	1653174739	1	5	6	4
Sun May 22 01:12:32 2022	1653174752	1	5	6	5
Sun May 22 01:12:31 2022	1653174751	0	5	6	5
Sun May 22 01:12:19 2022	1653174739	1	5	6	4
Sun May 22 01:12:19 2022	1653174739	1	5	6	5
Sun May 22 01:12:28 2022	1653174748	0	5	6	5
Sun May 22 01:12:28 2022	1653174748	1	5	6	5
Sun May 22 01:12:24 2022	1653174744	1	5	6	3
Sun May 22 01:12:24 2022	1653174744	0	5	6	4
Sun May 22 01:12:19 2022	1653174739	1	5	6	4
Sun May 22 01:12:19 2022	1653174739	1	5	6	5
Sun May 22 01:12:20 2022	1653174740	1	5	6	5
Sun May 22 01:12:34 2022	1653174754	1	5	6	5
Sun May 22 01:12:24 2022	1653174744	1	5	6	4
Sun May 22 01:12:18 2022	1653174738	1	5	6	4
Sun May 22 01:12:19 2022	1653174739	1	5	6	4
Sun May 22 01:12:18 2022	1653174738	1	5	6	4
Sun May 22 01:12:19 2022	1653174739	1	5	6	4
Sun May 22 01:12:19 2022	1653174739	1	5	6	4
Sun May 22 01:12:20 2022	1653174740	1	5	6	4
