starttime	seconds	ctime	dtime	ttime	wait
Sun May 22 00:09:59 2022	1653170999	1	7	8	6
Sun May 22 00:10:16 2022	1653171016	1	7	8	7
Sun May 22 00:10:16 2022	1653171016	1	9	10	9
Sun May 22 00:10:05 2022	1653171005	1	10	10	10
Sun May 22 00:10:16 2022	1653171016	1	10	11	10
Sun May 22 00:10:05 2022	1653171005	1	10	12	10
Sun May 22 00:10:05 2022	1653171005	2	10	12	10
Sun May 22 00:10:16 2022	1653171016	1	11	12	11
Sun May 22 00:10:16 2022	1653171016	1	12	12	12
Sun May 22 00:10:05 2022	1653171005	1	12	12	12
Sun May 22 00:10:05 2022	1653171005	1	11	13	11
Sun May 22 00:10:03 2022	1653171003	2	11	13	11
Sun May 22 00:10:05 2022	1653171005	1	12	13	12
Sun May 22 00:10:41 2022	1653171041	2	11	13	11
Sun May 22 00:10:16 2022	1653171016	1	13	13	13
Sun May 22 00:10:18 2022	1653171018	2	12	14	12
Sun May 22 00:10:05 2022	1653171005	1	13	14	13
Sun May 22 00:10:16 2022	1653171016	1	13	14	13
Sun May 22 00:10:05 2022	1653171005	2	12	14	12
Sun May 22 00:10:41 2022	1653171041	1	14	15	14
Sun May 22 00:10:16 2022	1653171016	3	12	15	12
Sun May 22 00:10:41 2022	1653171041	2	13	15	13
Sun May 22 00:10:41 2022	1653171041	2	13	15	13
Sun May 22 00:10:19 2022	1653171019	5	9	15	9
Sun May 22 00:10:41 2022	1653171041	1	14	15	13
Sun May 22 00:10:03 2022	1653171003	2	13	15	13
Sun May 22 00:10:41 2022	1653171041	2	13	15	13
Sun May 22 00:10:03 2022	1653171003	1	14	15	14
Sun May 22 00:10:41 2022	1653171041	2	13	15	13
Sun May 22 00:10:53 2022	1653171053	1	14	15	14
Sun May 22 00:10:53 2022	1653171053	2	13	15	13
Sun May 22 00:10:53 2022	1653171053	1	14	15	14
Sun May 22 00:10:16 2022	1653171016	1	14	15	14
Sun May 22 00:10:03 2022	1653171003	1	14	15	14
Sun May 22 00:10:03 2022	1653171003	1	14	15	14
Sun May 22 00:10:41 2022	1653171041	1	14	15	14
Sun May 22 00:10:16 2022	1653171016	2	14	15	14
Sun May 22 00:10:53 2022	1653171053	2	14	15	14
Sun May 22 00:10:16 2022	1653171016	1	14	16	14
Sun May 22 00:10:41 2022	1653171041	2	14	16	14
Sun May 22 00:10:16 2022	1653171016	1	15	16	15
Sun May 22 00:10:05 2022	1653171005	1	15	16	15
Sun May 22 00:10:16 2022	1653171016	1	14	16	14
Sun May 22 00:10:41 2022	1653171041	1	14	16	14
Sun May 22 00:10:03 2022	1653171003	1	15	16	15
Sun May 22 00:10:03 2022	1653171003	1	15	16	15
Sun May 22 00:10:03 2022	1653171003	1	16	17	16
Sun May 22 00:10:41 2022	1653171041	3	13	17	13
Sun May 22 00:10:53 2022	1653171053	1	16	17	16
Sun May 22 00:10:16 2022	1653171016	2	15	17	15
Sun May 22 00:10:03 2022	1653171003	1	16	17	16
Sun May 22 00:10:41 2022	1653171041	2	15	17	15
Sun May 22 00:10:53 2022	1653171053	2	15	17	15
Sun May 22 00:10:41 2022	1653171041	1	16	17	16
Sun May 22 00:10:41 2022	1653171041	1	16	17	16
Sun May 22 00:10:41 2022	1653171041	1	16	18	16
Sun May 22 00:10:53 2022	1653171053	2	16	18	16
Sun May 22 00:10:41 2022	1653171041	2	15	18	15
Sun May 22 00:10:03 2022	1653171003	1	16	18	16
Sun May 22 00:10:53 2022	1653171053	3	15	18	15
Sun May 22 00:10:16 2022	1653171016	1	17	18	17
Sun May 22 00:10:03 2022	1653171003	2	16	18	16
Sun May 22 00:10:53 2022	1653171053	1	17	18	17
Sun May 22 00:10:32 2022	1653171032	4	14	18	14
Sun May 22 00:10:16 2022	1653171016	1	17	18	17
Sun May 22 00:10:03 2022	1653171003	2	16	18	16
Sun May 22 00:10:05 2022	1653171005	3	16	18	16
Sun May 22 00:10:05 2022	1653171005	1	17	18	17
Sun May 22 00:10:41 2022	1653171041	2	17	19	17
Sun May 22 00:10:03 2022	1653171003	3	16	19	16
Sun May 22 00:10:05 2022	1653171005	1	18	19	18
Sun May 22 00:10:19 2022	1653171019	1	18	19	18
Sun May 22 00:10:19 2022	1653171019	1	18	19	18
Sun May 22 00:10:03 2022	1653171003	2	17	19	17
Sun May 22 00:10:03 2022	1653171003	2	17	19	17
Sun May 22 00:10:03 2022	1653171003	1	18	19	18
Sun May 22 00:10:16 2022	1653171016	1	18	19	18
Sun May 22 00:10:16 2022	1653171016	1	18	19	18
Sun May 22 00:10:03 2022	1653171003	3	16	19	16
Sun May 22 00:10:53 2022	1653171053	1	18	19	17
Sun May 22 00:10:18 2022	1653171018	1	18	20	18
Sun May 22 00:10:16 2022	1653171016	1	19	20	19
Sun May 22 00:10:05 2022	1653171005	3	17	20	17
Sun May 22 00:10:16 2022	1653171016	2	18	20	18
Sun May 22 00:10:03 2022	1653171003	3	17	20	17
Sun May 22 00:10:03 2022	1653171003	1	18	20	18
Sun May 22 00:10:41 2022	1653171041	4	16	20	15
Sun May 22 00:10:03 2022	1653171003	2	18	20	18
Sun May 22 00:10:16 2022	1653171016	2	18	20	18
Sun May 22 00:10:41 2022	1653171041	3	17	20	17
Sun May 22 00:10:41 2022	1653171041	2	18	20	18
Sun May 22 00:10:41 2022	1653171041	3	17	20	17
Sun May 22 00:10:16 2022	1653171016	1	19	20	19
Sun May 22 00:10:16 2022	1653171016	1	20	20	19
Sun May 22 00:10:03 2022	1653171003	3	18	21	18
Sun May 22 00:10:16 2022	1653171016	2	18	21	18
Sun May 22 00:10:51 2022	1653171051	1	19	21	19
Sun May 22 00:10:41 2022	1653171041	2	19	21	19
Sun May 22 00:10:03 2022	1653171003	1	20	21	20
Sun May 22 00:10:05 2022	1653171005	4	17	21	17
Sun May 22 00:10:51 2022	1653171051	3	18	21	18
Sun May 22 00:10:16 2022	1653171016	2	19	21	19
Sun May 22 00:10:16 2022	1653171016	1	20	21	20
Sun May 22 00:10:16 2022	1653171016	1	20	21	20
Sun May 22 00:10:32 2022	1653171032	2	19	21	18
Sun May 22 00:10:18 2022	1653171018	1	20	21	20
Sun May 22 00:09:59 2022	1653170999	1	21	21	20
Sun May 22 00:10:19 2022	1653171019	1	20	21	20
Sun May 22 00:10:05 2022	1653171005	3	19	21	19
Sun May 22 00:10:03 2022	1653171003	1	20	21	20
Sun May 22 00:10:51 2022	1653171051	2	20	21	20
Sun May 22 00:10:05 2022	1653171005	1	20	21	20
Sun May 22 00:10:03 2022	1653171003	2	19	21	19
Sun May 22 00:10:19 2022	1653171019	1	21	22	21
Sun May 22 00:10:41 2022	1653171041	2	20	22	18
Sun May 22 00:10:19 2022	1653171019	1	21	22	20
Sun May 22 00:10:51 2022	1653171051	2	20	22	20
Sun May 22 00:10:03 2022	1653171003	3	19	22	19
Sun May 22 00:10:03 2022	1653171003	4	18	22	18
Sun May 22 00:10:03 2022	1653171003	2	20	22	20
Sun May 22 00:10:16 2022	1653171016	1	21	22	21
Sun May 22 00:10:51 2022	1653171051	2	20	22	20
Sun May 22 00:10:16 2022	1653171016	1	21	22	21
Sun May 22 00:10:19 2022	1653171019	1	21	22	21
Sun May 22 00:10:03 2022	1653171003	3	20	22	20
Sun May 22 00:10:03 2022	1653171003	2	20	23	20
Sun May 22 00:10:53 2022	1653171053	1	21	23	20
Sun May 22 00:10:03 2022	1653171003	4	19	23	19
Sun May 22 00:10:18 2022	1653171018	1	22	23	21
Sun May 22 00:10:51 2022	1653171051	6	17	23	17
Sun May 22 00:10:05 2022	1653171005	1	22	23	22
Sun May 22 00:10:03 2022	1653171003	3	20	23	19
Sun May 22 00:10:18 2022	1653171018	3	20	23	20
Sun May 22 00:10:19 2022	1653171019	1	23	23	23
Sun May 22 00:10:19 2022	1653171019	1	23	24	23
Sun May 22 00:10:19 2022	1653171019	1	22	24	20
Sun May 22 00:10:51 2022	1653171051	1	23	24	23
Sun May 22 00:10:18 2022	1653171018	1	23	24	23
Sun May 22 00:10:41 2022	1653171041	1	22	24	22
Sun May 22 00:10:18 2022	1653171018	1	23	24	23
Sun May 22 00:10:53 2022	1653171053	1	23	24	23
Sun May 22 00:10:03 2022	1653171003	2	22	24	21
Sun May 22 00:10:53 2022	1653171053	1	23	24	23
Sun May 22 00:10:05 2022	1653171005	2	22	24	22
Sun May 22 00:10:51 2022	1653171051	2	22	24	22
Sun May 22 00:10:18 2022	1653171018	1	23	24	23
Sun May 22 00:10:51 2022	1653171051	1	23	24	22
Sun May 22 00:10:18 2022	1653171018	1	24	25	24
Sun May 22 00:10:03 2022	1653171003	1	23	25	23
Sun May 22 00:10:51 2022	1653171051	1	24	25	24
Sun May 22 00:10:51 2022	1653171051	3	21	25	21
Sun May 22 00:09:59 2022	1653170999	1	24	25	24
Sun May 22 00:10:52 2022	1653171052	2	23	25	22
Sun May 22 00:10:51 2022	1653171051	5	20	25	20
Sun May 22 00:10:41 2022	1653171041	2	24	25	24
Sun May 22 00:10:03 2022	1653171003	1	24	26	24
Sun May 22 00:10:01 2022	1653171001	1	24	26	24
Sun May 22 00:10:52 2022	1653171052	2	24	26	24
Sun May 22 00:10:32 2022	1653171032	1	24	26	23
Sun May 22 00:10:03 2022	1653171003	1	25	26	25
Sun May 22 00:10:53 2022	1653171053	1	25	26	25
Sun May 22 00:10:19 2022	1653171019	1	25	26	24
Sun May 22 00:10:19 2022	1653171019	1	25	26	25
Sun May 22 00:10:18 2022	1653171018	1	26	26	26
Sun May 22 00:10:03 2022	1653171003	2	24	26	24
Sun May 22 00:10:32 2022	1653171032	1	26	26	26
Sun May 22 00:10:19 2022	1653171019	1	26	27	25
Sun May 22 00:10:05 2022	1653171005	1	25	27	24
Sun May 22 00:10:19 2022	1653171019	1	26	27	26
Sun May 22 00:10:51 2022	1653171051	5	21	27	21
Sun May 22 00:10:51 2022	1653171051	4	23	27	23
Sun May 22 00:10:53 2022	1653171053	1	26	27	26
Sun May 22 00:10:51 2022	1653171051	2	25	27	25
Sun May 22 00:10:51 2022	1653171051	1	26	27	26
Sun May 22 00:10:51 2022	1653171051	5	22	27	22
Sun May 22 00:10:03 2022	1653171003	2	25	27	25
Sun May 22 00:10:03 2022	1653171003	4	24	28	23
Sun May 22 00:10:03 2022	1653171003	3	24	28	23
Sun May 22 00:10:51 2022	1653171051	2	26	28	26
Sun May 22 00:10:41 2022	1653171041	2	26	28	26
Sun May 22 00:10:52 2022	1653171052	1	27	28	25
Sun May 22 00:10:51 2022	1653171051	2	25	28	25
Sun May 22 00:10:05 2022	1653171005	1	27	28	27
Sun May 22 00:10:03 2022	1653171003	6	22	28	22
Sun May 22 00:10:03 2022	1653171003	2	26	28	26
Sun May 22 00:10:03 2022	1653171003	2	26	28	26
Sun May 22 00:10:51 2022	1653171051	5	23	29	23
Sun May 22 00:10:51 2022	1653171051	1	27	29	27
Sun May 22 00:10:19 2022	1653171019	3	25	29	24
Sun May 22 00:10:51 2022	1653171051	2	27	29	27
Sun May 22 00:10:51 2022	1653171051	1	27	29	27
Sun May 22 00:10:53 2022	1653171053	1	28	29	28
Sun May 22 00:10:53 2022	1653171053	2	27	29	27
Sun May 22 00:10:05 2022	1653171005	2	27	29	27
Sun May 22 00:10:05 2022	1653171005	2	27	29	27
Sun May 22 00:10:05 2022	1653171005	1	28	29	28
Sun May 22 00:10:03 2022	1653171003	1	28	29	27
Sun May 22 00:10:03 2022	1653171003	1	28	29	28
Sun May 22 00:10:03 2022	1653171003	2	27	29	27
Sun May 22 00:10:05 2022	1653171005	7	22	29	22
Sun May 22 00:10:03 2022	1653171003	2	28	30	28
Sun May 22 00:10:03 2022	1653171003	3	27	30	27
Sun May 22 00:10:03 2022	1653171003	2	28	30	28
Sun May 22 00:10:03 2022	1653171003	1	29	30	29
Sun May 22 00:10:51 2022	1653171051	1	29	30	29
Sun May 22 00:10:03 2022	1653171003	2	28	30	28
Sun May 22 00:10:05 2022	1653171005	1	29	30	28
Sun May 22 00:10:03 2022	1653171003	3	27	30	27
Sun May 22 00:10:52 2022	1653171052	1	29	30	28
Sun May 22 00:10:51 2022	1653171051	1	29	31	29
Sun May 22 00:10:16 2022	1653171016	1	30	31	29
Sun May 22 00:10:57 2022	1653171057	1	30	31	29
Sun May 22 00:10:03 2022	1653171003	5	25	31	25
Sun May 22 00:10:51 2022	1653171051	1	29	31	29
Sun May 22 00:10:51 2022	1653171051	2	29	31	29
Sun May 22 00:10:51 2022	1653171051	2	29	31	29
Sun May 22 00:10:03 2022	1653171003	2	29	31	29
Sun May 22 00:10:03 2022	1653171003	1	30	31	30
Sun May 22 00:10:03 2022	1653171003	1	30	31	29
Sun May 22 00:10:03 2022	1653171003	1	31	31	30
Sun May 22 00:10:03 2022	1653171003	1	30	31	30
Sun May 22 00:10:03 2022	1653171003	3	29	31	29
Sun May 22 00:10:53 2022	1653171053	1	30	31	29
Sun May 22 00:10:01 2022	1653171001	6	26	31	25
Sun May 22 00:10:03 2022	1653171003	2	30	31	30
Sun May 22 00:10:03 2022	1653171003	4	28	32	27
Sun May 22 00:10:05 2022	1653171005	2	29	32	29
Sun May 22 00:10:19 2022	1653171019	1	30	32	29
Sun May 22 00:10:51 2022	1653171051	2	29	32	29
Sun May 22 00:10:51 2022	1653171051	2	30	32	30
Sun May 22 00:10:32 2022	1653171032	3	29	32	28
Sun May 22 00:10:03 2022	1653171003	1	31	32	31
Sun May 22 00:10:57 2022	1653171057	1	31	32	30
Sun May 22 00:10:05 2022	1653171005	2	30	32	30
Sun May 22 00:10:03 2022	1653171003	1	31	32	31
Sun May 22 00:10:52 2022	1653171052	8	24	32	24
Sun May 22 00:10:53 2022	1653171053	1	31	32	30
Sun May 22 00:10:03 2022	1653171003	2	31	33	31
Sun May 22 00:10:51 2022	1653171051	1	32	33	32
Sun May 22 00:10:03 2022	1653171003	2	31	33	30
Sun May 22 00:10:19 2022	1653171019	2	31	33	30
Sun May 22 00:10:16 2022	1653171016	1	32	33	32
Sun May 22 00:10:16 2022	1653171016	1	32	33	32
Sun May 22 00:10:51 2022	1653171051	1	32	33	32
Sun May 22 00:10:52 2022	1653171052	3	30	33	29
Sun May 22 00:10:51 2022	1653171051	1	32	34	32
Sun May 22 00:10:41 2022	1653171041	1	32	34	31
Sun May 22 00:10:57 2022	1653171057	1	33	34	32
Sun May 22 00:10:44 2022	1653171044	1	33	34	32
Sun May 22 00:10:52 2022	1653171052	6	28	34	28
Sun May 22 00:10:05 2022	1653171005	1	33	34	32
Sun May 22 00:10:53 2022	1653171053	1	33	34	32
Sun May 22 00:10:04 2022	1653171004	1	33	34	33
Sun May 22 00:10:51 2022	1653171051	2	32	34	32
Sun May 22 00:10:01 2022	1653171001	9	25	34	25
Sun May 22 00:10:25 2022	1653171025	1	34	34	33
Sun May 22 00:10:07 2022	1653171007	1	34	34	33
Sun May 22 00:10:03 2022	1653171003	3	32	34	32
