starttime	seconds	ctime	dtime	ttime	wait
Sat May 21 23:27:39 2022	1653168459	1	4	4	4
Sat May 21 23:27:39 2022	1653168459	1	4	4	4
Sat May 21 23:27:39 2022	1653168459	1	4	4	4
Sat May 21 23:27:39 2022	1653168459	1	4	4	4
Sat May 21 23:27:40 2022	1653168460	1	4	4	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	5	5	5
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	5	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:38 2022	1653168458	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:40 2022	1653168460	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	4	5	4
Sat May 21 23:27:39 2022	1653168459	1	5	5	5
Sat May 21 23:27:39 2022	1653168459	1	5	5	5
