Percentage served,Time in ms
0,3.915
1,5.637
2,8.950
3,10.074
4,10.833
5,11.588
6,12.466
7,13.134
8,13.921
9,14.588
10,15.448
11,16.519
12,17.619
13,18.784
14,20.092
15,21.678
16,23.566
17,25.912
18,28.580
19,31.234
20,34.288
21,38.270
22,40.432
23,42.101
24,43.394
25,44.361
26,45.189
27,45.879
28,46.524
29,46.999
30,47.420
31,47.804
32,48.101
33,48.461
34,48.757
35,49.039
36,49.316
37,49.593
38,49.808
39,50.016
40,50.250
41,50.420
42,50.591
43,50.755
44,50.892
45,51.046
46,51.209
47,51.363
48,51.501
49,51.635
50,51.762
51,51.883
52,52.001
53,52.101
54,52.193
55,52.304
56,52.436
57,52.549
58,52.664
59,52.785
60,52.908
61,53.017
62,53.130
63,53.231
64,53.349
65,53.471
66,53.619
67,53.748
68,53.857
69,53.992
70,54.132
71,54.285
72,54.423
73,54.575
74,54.743
75,54.890
76,55.041
77,55.196
78,55.402
79,55.601
80,55.750
81,55.938
82,56.123
83,56.369
84,56.631
85,56.965
86,57.235
87,57.514
88,57.786
89,58.180
90,58.626
91,59.058
92,59.625
93,60.214
94,60.892
95,61.789
96,63.083
97,65.923
98,71.141
99,82.968
100,1130.033
