Percentage served,Time in ms
0,4.664
1,10.539
2,11.734
3,12.625
4,13.542
5,14.726
6,15.872
7,16.994
8,18.191
9,19.063
10,20.040
11,21.339
12,22.821
13,24.368
14,26.179
15,29.009
16,33.088
17,37.355
18,39.124
19,39.860
20,40.566
21,41.184
22,41.752
23,42.330
24,42.842
25,43.369
26,43.780
27,44.243
28,44.640
29,45.017
30,45.396
31,45.693
32,45.992
33,46.288
34,46.533
35,46.753
36,46.962
37,47.126
38,47.322
39,47.530
40,47.706
41,47.922
42,48.085
43,48.257
44,48.450
45,48.676
46,48.896
47,49.104
48,49.313
49,49.558
50,49.798
51,50.027
52,50.272
53,50.505
54,50.724
55,50.949
56,51.158
57,51.355
58,51.574
59,51.781
60,51.941
61,52.095
62,52.246
63,52.399
64,52.552
65,52.738
66,52.898
67,53.079
68,53.246
69,53.399
70,53.582
71,53.738
72,53.915
73,54.096
74,54.287
75,54.452
76,54.631
77,54.820
78,55.075
79,55.331
80,55.557
81,55.825
82,56.099
83,56.346
84,56.672
85,56.978
86,57.350
87,57.748
88,58.167
89,58.541
90,58.995
91,59.644
92,60.235
93,61.308
94,62.446
95,64.098
96,66.171
97,68.747
98,74.972
99,97.565
100,3185.487
