starttime	seconds	ctime	dtime	ttime	wait
Sun May 22 00:47:40 2022	1653173260	1	7	8	6
Sun May 22 00:48:01 2022	1653173281	1	8	8	7
Sun May 22 00:47:31 2022	1653173251	1	8	9	8
Sun May 22 00:47:13 2022	1653173233	1	9	9	5
Sun May 22 00:47:56 2022	1653173276	1	9	10	8
Sun May 22 00:47:28 2022	1653173248	1	9	10	8
Sun May 22 00:48:02 2022	1653173282	1	10	11	9
Sun May 22 00:47:48 2022	1653173268	1	10	11	10
Sun May 22 00:47:35 2022	1653173255	1	10	11	9
Sun May 22 00:47:59 2022	1653173279	1	11	11	9
Sun May 22 00:47:55 2022	1653173275	1	10	11	9
Sun May 22 00:47:50 2022	1653173270	1	10	11	10
Sun May 22 00:48:07 2022	1653173287	1	11	12	10
Sun May 22 00:47:52 2022	1653173272	1	11	12	10
Sun May 22 00:48:08 2022	1653173288	1	11	12	10
Sun May 22 00:47:38 2022	1653173258	1	11	12	11
Sun May 22 00:47:49 2022	1653173269	1	12	13	10
Sun May 22 00:48:05 2022	1653173285	1	12	13	11
Sun May 22 00:48:00 2022	1653173280	1	12	13	12
Sun May 22 00:47:44 2022	1653173264	1	12	13	11
Sun May 22 00:47:32 2022	1653173252	1	13	13	12
Sun May 22 00:48:08 2022	1653173288	1	13	14	12
Sun May 22 00:47:19 2022	1653173239	2	12	14	11
Sun May 22 00:47:44 2022	1653173264	1	13	14	12
Sun May 22 00:47:48 2022	1653173268	1	13	14	12
Sun May 22 00:48:04 2022	1653173284	1	13	14	12
Sun May 22 00:47:56 2022	1653173276	1	13	14	13
Sun May 22 00:47:55 2022	1653173275	1	13	14	13
Sun May 22 00:47:46 2022	1653173266	1	13	14	13
Sun May 22 00:47:58 2022	1653173278	1	13	14	12
Sun May 22 00:47:46 2022	1653173266	1	14	14	13
Sun May 22 00:47:37 2022	1653173257	1	14	14	13
Sun May 22 00:47:30 2022	1653173250	1	14	14	13
Sun May 22 00:47:45 2022	1653173265	1	14	14	11
Sun May 22 00:47:36 2022	1653173256	0	14	15	13
Sun May 22 00:47:35 2022	1653173255	1	14	15	13
Sun May 22 00:48:01 2022	1653173281	1	14	15	13
Sun May 22 00:47:45 2022	1653173265	1	14	15	14
Sun May 22 00:47:36 2022	1653173256	1	14	15	12
Sun May 22 00:47:48 2022	1653173268	1	14	15	12
Sun May 22 00:47:49 2022	1653173269	1	14	15	13
Sun May 22 00:47:52 2022	1653173272	1	14	15	13
Sun May 22 00:47:56 2022	1653173276	1	14	15	13
Sun May 22 00:47:31 2022	1653173251	1	14	15	13
Sun May 22 00:47:59 2022	1653173279	1	14	15	13
Sun May 22 00:47:29 2022	1653173249	1	14	15	13
Sun May 22 00:48:05 2022	1653173285	1	14	15	13
Sun May 22 00:48:00 2022	1653173280	1	14	15	14
Sun May 22 00:47:28 2022	1653173248	1	14	15	14
Sun May 22 00:47:45 2022	1653173265	1	14	15	14
Sun May 22 00:47:38 2022	1653173258	1	14	15	13
Sun May 22 00:47:28 2022	1653173248	1	15	15	13
Sun May 22 00:47:59 2022	1653173279	1	15	15	14
Sun May 22 00:48:02 2022	1653173282	1	15	15	14
Sun May 22 00:47:56 2022	1653173276	1	15	15	14
Sun May 22 00:47:55 2022	1653173275	1	15	15	13
Sun May 22 00:47:37 2022	1653173257	1	15	15	13
Sun May 22 00:47:42 2022	1653173262	1	15	15	13
Sun May 22 00:47:33 2022	1653173253	1	15	16	14
Sun May 22 00:47:54 2022	1653173274	1	15	16	14
Sun May 22 00:47:37 2022	1653173257	1	15	16	13
Sun May 22 00:47:56 2022	1653173276	1	15	16	14
Sun May 22 00:47:59 2022	1653173279	1	15	16	14
Sun May 22 00:47:44 2022	1653173264	1	15	16	14
Sun May 22 00:47:51 2022	1653173271	1	15	16	14
Sun May 22 00:47:20 2022	1653173240	1	15	16	15
Sun May 22 00:47:57 2022	1653173277	1	15	16	15
Sun May 22 00:47:30 2022	1653173250	1	15	16	14
Sun May 22 00:47:59 2022	1653173279	1	15	16	14
Sun May 22 00:47:20 2022	1653173240	1	15	16	15
Sun May 22 00:47:57 2022	1653173277	1	15	16	14
Sun May 22 00:47:53 2022	1653173273	1	15	16	14
Sun May 22 00:47:36 2022	1653173256	1	15	16	15
Sun May 22 00:47:56 2022	1653173276	1	15	16	14
Sun May 22 00:47:52 2022	1653173272	1	15	16	15
Sun May 22 00:47:50 2022	1653173270	1	16	16	15
Sun May 22 00:47:30 2022	1653173250	1	15	16	14
Sun May 22 00:47:51 2022	1653173271	1	15	16	14
Sun May 22 00:47:29 2022	1653173249	1	15	16	15
Sun May 22 00:47:42 2022	1653173262	1	16	16	15
Sun May 22 00:47:51 2022	1653173271	1	16	16	15
Sun May 22 00:47:47 2022	1653173267	1	16	16	15
Sun May 22 00:48:02 2022	1653173282	1	15	16	14
Sun May 22 00:47:37 2022	1653173257	1	15	16	14
Sun May 22 00:47:59 2022	1653173279	1	16	16	14
Sun May 22 00:47:43 2022	1653173263	1	16	16	15
Sun May 22 00:47:57 2022	1653173277	1	15	16	15
Sun May 22 00:47:25 2022	1653173245	1	16	16	15
Sun May 22 00:48:03 2022	1653173283	1	16	17	15
Sun May 22 00:47:44 2022	1653173264	1	16	17	14
Sun May 22 00:48:00 2022	1653173280	1	16	17	15
