starttime	seconds	ctime	dtime	ttime	wait
Sun May 22 00:05:49 2022	1653170749	1	9	10	9
Sun May 22 00:06:19 2022	1653170779	2	10	12	10
Sun May 22 00:05:49 2022	1653170749	1	11	12	11
Sun May 22 00:05:46 2022	1653170746	1	13	14	13
Sun May 22 00:06:35 2022	1653170795	3	12	15	12
Sun May 22 00:05:43 2022	1653170743	1	14	15	14
Sun May 22 00:05:46 2022	1653170746	1	14	15	14
Sun May 22 00:05:47 2022	1653170747	1	14	15	14
Sun May 22 00:05:46 2022	1653170746	2	13	15	13
Sun May 22 00:05:43 2022	1653170743	1	15	16	15
Sun May 22 00:05:43 2022	1653170743	2	14	16	14
Sun May 22 00:05:43 2022	1653170743	1	14	16	14
Sun May 22 00:06:19 2022	1653170779	2	14	16	14
Sun May 22 00:05:49 2022	1653170749	2	14	16	14
Sun May 22 00:05:43 2022	1653170743	1	15	16	15
Sun May 22 00:06:09 2022	1653170769	2	14	16	14
Sun May 22 00:05:42 2022	1653170742	1	15	16	15
Sun May 22 00:05:50 2022	1653170750	1	15	16	15
Sun May 22 00:05:43 2022	1653170743	1	15	16	15
Sun May 22 00:05:43 2022	1653170743	1	16	17	16
Sun May 22 00:06:37 2022	1653170797	3	14	17	14
Sun May 22 00:05:34 2022	1653170734	2	15	17	15
Sun May 22 00:05:43 2022	1653170743	2	16	17	16
Sun May 22 00:06:06 2022	1653170766	2	15	17	15
Sun May 22 00:06:21 2022	1653170781	2	15	17	15
Sun May 22 00:05:34 2022	1653170734	1	16	17	16
Sun May 22 00:05:43 2022	1653170743	2	16	18	16
Sun May 22 00:05:43 2022	1653170743	1	17	18	17
Sun May 22 00:06:37 2022	1653170797	1	16	18	16
Sun May 22 00:05:35 2022	1653170735	1	16	18	16
Sun May 22 00:06:35 2022	1653170795	2	16	18	15
Sun May 22 00:06:19 2022	1653170779	2	17	18	17
Sun May 22 00:05:49 2022	1653170749	3	15	18	14
Sun May 22 00:05:46 2022	1653170746	2	16	18	16
Sun May 22 00:06:19 2022	1653170779	1	17	18	17
Sun May 22 00:06:00 2022	1653170760	3	15	18	14
Sun May 22 00:06:19 2022	1653170779	1	17	18	17
Sun May 22 00:05:34 2022	1653170734	2	16	18	16
Sun May 22 00:05:34 2022	1653170734	3	16	19	16
Sun May 22 00:05:34 2022	1653170734	1	18	19	18
Sun May 22 00:06:37 2022	1653170797	4	15	19	15
Sun May 22 00:05:46 2022	1653170746	2	17	19	17
Sun May 22 00:05:46 2022	1653170746	1	18	19	18
Sun May 22 00:05:34 2022	1653170734	4	15	19	15
Sun May 22 00:06:20 2022	1653170780	3	16	19	16
Sun May 22 00:05:43 2022	1653170743	2	17	19	17
Sun May 22 00:06:35 2022	1653170795	3	17	19	16
Sun May 22 00:05:43 2022	1653170743	1	19	19	18
Sun May 22 00:06:20 2022	1653170780	2	18	20	18
Sun May 22 00:05:47 2022	1653170747	1	19	20	17
Sun May 22 00:05:42 2022	1653170742	3	16	20	16
Sun May 22 00:06:24 2022	1653170784	3	17	20	17
Sun May 22 00:05:43 2022	1653170743	3	17	20	17
Sun May 22 00:06:09 2022	1653170769	2	18	20	18
Sun May 22 00:05:46 2022	1653170746	1	19	20	19
Sun May 22 00:05:34 2022	1653170734	3	17	20	17
Sun May 22 00:06:09 2022	1653170769	1	19	20	18
Sun May 22 00:05:49 2022	1653170749	3	17	20	17
Sun May 22 00:06:19 2022	1653170779	3	17	20	17
Sun May 22 00:05:34 2022	1653170734	2	18	20	18
Sun May 22 00:06:19 2022	1653170779	2	19	20	19
Sun May 22 00:05:42 2022	1653170742	2	19	20	19
Sun May 22 00:05:42 2022	1653170742	2	19	20	18
Sun May 22 00:06:07 2022	1653170767	1	19	21	19
Sun May 22 00:06:35 2022	1653170795	3	17	21	17
Sun May 22 00:05:43 2022	1653170743	2	19	21	19
Sun May 22 00:06:21 2022	1653170781	1	19	21	19
Sun May 22 00:05:50 2022	1653170750	1	20	21	20
Sun May 22 00:06:06 2022	1653170766	3	18	21	18
Sun May 22 00:06:09 2022	1653170769	3	18	21	18
Sun May 22 00:06:03 2022	1653170763	3	18	21	18
Sun May 22 00:05:50 2022	1653170750	1	20	21	19
Sun May 22 00:06:07 2022	1653170767	5	15	21	15
Sun May 22 00:06:35 2022	1653170795	3	18	21	18
Sun May 22 00:06:19 2022	1653170779	2	19	21	19
Sun May 22 00:06:09 2022	1653170769	3	18	21	18
Sun May 22 00:05:42 2022	1653170742	1	20	21	20
Sun May 22 00:05:31 2022	1653170731	2	20	21	19
Sun May 22 00:06:03 2022	1653170763	4	17	21	17
Sun May 22 00:05:42 2022	1653170742	1	20	21	20
Sun May 22 00:05:35 2022	1653170735	2	20	21	20
Sun May 22 00:05:46 2022	1653170746	2	19	21	19
Sun May 22 00:06:19 2022	1653170779	2	19	21	19
Sun May 22 00:06:21 2022	1653170781	4	17	21	17
Sun May 22 00:05:36 2022	1653170736	2	19	21	19
Sun May 22 00:05:43 2022	1653170743	1	20	22	20
Sun May 22 00:06:24 2022	1653170784	1	20	22	20
Sun May 22 00:05:46 2022	1653170746	1	20	22	20
Sun May 22 00:06:06 2022	1653170766	4	18	22	18
Sun May 22 00:06:00 2022	1653170760	3	19	22	19
Sun May 22 00:05:42 2022	1653170742	3	19	22	19
Sun May 22 00:05:46 2022	1653170746	1	21	22	21
Sun May 22 00:06:24 2022	1653170784	2	20	22	20
Sun May 22 00:06:24 2022	1653170784	3	19	22	19
Sun May 22 00:06:07 2022	1653170767	4	18	22	18
Sun May 22 00:06:07 2022	1653170767	2	19	22	19
Sun May 22 00:06:20 2022	1653170780	3	19	22	19
Sun May 22 00:06:09 2022	1653170769	3	19	22	19
Sun May 22 00:06:03 2022	1653170763	7	15	22	15
Sun May 22 00:06:09 2022	1653170769	3	19	22	19
Sun May 22 00:06:09 2022	1653170769	2	20	22	20
Sun May 22 00:06:35 2022	1653170795	3	19	22	19
Sun May 22 00:06:07 2022	1653170767	2	20	22	20
Sun May 22 00:05:46 2022	1653170746	1	22	22	22
Sun May 22 00:05:43 2022	1653170743	1	21	22	21
Sun May 22 00:06:16 2022	1653170776	1	21	22	21
Sun May 22 00:05:50 2022	1653170750	2	20	22	19
Sun May 22 00:06:21 2022	1653170781	3	20	22	20
Sun May 22 00:06:07 2022	1653170767	2	21	23	21
Sun May 22 00:06:19 2022	1653170779	1	22	23	22
Sun May 22 00:05:42 2022	1653170742	2	21	23	21
Sun May 22 00:06:09 2022	1653170769	4	18	23	18
Sun May 22 00:05:34 2022	1653170734	3	20	23	20
Sun May 22 00:05:47 2022	1653170747	2	20	23	20
Sun May 22 00:06:09 2022	1653170769	3	19	23	19
Sun May 22 00:05:34 2022	1653170734	2	20	23	20
Sun May 22 00:05:47 2022	1653170747	2	21	23	21
Sun May 22 00:06:09 2022	1653170769	3	20	23	20
Sun May 22 00:06:12 2022	1653170772	3	20	23	20
Sun May 22 00:06:39 2022	1653170799	5	18	23	18
Sun May 22 00:06:24 2022	1653170784	1	22	23	22
Sun May 22 00:06:15 2022	1653170775	2	21	23	21
Sun May 22 00:06:00 2022	1653170760	3	20	23	20
Sun May 22 00:06:07 2022	1653170767	3	20	23	20
Sun May 22 00:06:03 2022	1653170763	2	21	23	21
Sun May 22 00:05:46 2022	1653170746	1	22	23	22
Sun May 22 00:06:35 2022	1653170795	6	17	23	17
Sun May 22 00:06:24 2022	1653170784	2	21	23	21
Sun May 22 00:05:34 2022	1653170734	3	20	23	20
Sun May 22 00:05:43 2022	1653170743	3	21	23	21
Sun May 22 00:06:09 2022	1653170769	3	21	23	21
Sun May 22 00:05:46 2022	1653170746	1	22	23	22
