Percentage served,Time in ms
0,8.571
1,16.599
2,20.785
3,25.375
4,29.534
5,32.269
6,34.841
7,37.523
8,39.482
9,40.968
10,42.047
11,42.835
12,43.574
13,44.065
14,44.608
15,45.068
16,45.497
17,45.910
18,46.405
19,46.757
20,47.038
21,47.364
22,47.711
23,47.964
24,48.221
25,48.470
26,48.718
27,48.993
28,49.294
29,49.590
30,49.916
31,50.245
32,50.572
33,50.875
34,51.169
35,51.443
36,51.730
37,52.020
38,52.347
39,52.634
40,52.948
41,53.321
42,53.611
43,53.896
44,54.280
45,54.612
46,54.943
47,55.298
48,55.598
49,55.880
50,56.176
51,56.535
52,56.921
53,57.272
54,57.757
55,58.155
56,58.594
57,58.991
58,59.375
59,59.788
60,60.277
61,60.811
62,61.280
63,61.920
64,62.518
65,63.169
66,63.779
67,64.469
68,65.236
69,65.927
70,66.807
71,67.524
72,68.376
73,69.108
74,69.961
75,70.796
76,71.680
77,72.556
78,73.539
79,74.802
80,75.671
81,76.950
82,78.580
83,80.194
84,81.467
85,82.728
86,84.226
87,85.988
88,88.387
89,91.083
90,93.548
91,96.166
92,98.954
93,102.950
94,106.893
95,111.798
96,119.333
97,129.604
98,149.451
99,283.304
100,1154.184
