Percentage served,Time in ms
0,8.245
1,20.253
2,27.514
3,35.216
4,37.638
5,38.486
6,39.070
7,39.394
8,39.682
9,39.993
10,40.219
11,40.454
12,40.659
13,40.862
14,41.074
15,41.300
16,41.468
17,41.632
18,41.840
19,42.026
20,42.183
21,42.351
22,42.548
23,42.749
24,42.928
25,43.107
26,43.274
27,43.427
28,43.570
29,43.706
30,43.836
31,43.978
32,44.096
33,44.221
34,44.367
35,44.497
36,44.627
37,44.775
38,44.922
39,45.061
40,45.230
41,45.407
42,45.572
43,45.735
44,45.934
45,46.126
46,46.282
47,46.456
48,46.636
49,46.811
50,46.982
51,47.165
52,47.335
53,47.509
54,47.655
55,47.810
56,47.966
57,48.106
58,48.270
59,48.438
60,48.626
61,48.799
62,48.985
63,49.212
64,49.404
65,49.575
66,49.810
67,50.024
68,50.245
69,50.499
70,50.747
71,51.017
72,51.336
73,51.622
74,51.889
75,52.172
76,52.471
77,52.732
78,52.980
79,53.288
80,53.645
81,53.985
82,54.376
83,54.761
84,55.194
85,55.613
86,56.081
87,56.627
88,57.298
89,58.184
90,59.114
91,60.101
92,60.972
93,62.345
94,63.920
95,66.038
96,69.235
97,72.831
98,79.575
99,158.569
100,1140.748
