starttime	seconds	ctime	dtime	ttime	wait
Sun May 22 00:01:24 2022	1653170484	1	8	8	7
Sun May 22 00:01:59 2022	1653170519	1	10	11	10
Sun May 22 00:01:35 2022	1653170495	1	10	11	10
Sun May 22 00:01:26 2022	1653170486	2	10	12	10
Sun May 22 00:01:59 2022	1653170519	1	11	13	11
Sun May 22 00:01:59 2022	1653170519	1	12	13	12
Sun May 22 00:01:35 2022	1653170495	2	11	13	11
Sun May 22 00:01:26 2022	1653170486	2	11	13	11
Sun May 22 00:01:35 2022	1653170495	3	10	13	10
Sun May 22 00:01:59 2022	1653170519	1	12	13	12
Sun May 22 00:01:26 2022	1653170486	1	13	14	13
Sun May 22 00:01:59 2022	1653170519	1	13	14	13
Sun May 22 00:01:58 2022	1653170518	4	10	14	10
Sun May 22 00:01:49 2022	1653170509	3	12	15	12
Sun May 22 00:02:02 2022	1653170522	1	13	15	13
Sun May 22 00:01:55 2022	1653170515	1	14	15	14
Sun May 22 00:01:35 2022	1653170495	1	14	15	14
Sun May 22 00:01:35 2022	1653170495	1	14	15	14
Sun May 22 00:01:59 2022	1653170519	1	14	15	14
Sun May 22 00:01:55 2022	1653170515	3	12	16	12
Sun May 22 00:01:35 2022	1653170495	2	14	16	14
Sun May 22 00:01:59 2022	1653170519	1	15	16	15
Sun May 22 00:01:59 2022	1653170519	1	15	16	15
Sun May 22 00:01:59 2022	1653170519	2	14	16	14
Sun May 22 00:01:35 2022	1653170495	1	15	16	15
Sun May 22 00:01:55 2022	1653170515	2	14	16	14
Sun May 22 00:01:35 2022	1653170495	2	14	16	14
Sun May 22 00:01:26 2022	1653170486	2	15	16	15
Sun May 22 00:02:15 2022	1653170535	5	12	17	12
Sun May 22 00:01:40 2022	1653170500	1	16	17	16
Sun May 22 00:02:15 2022	1653170535	2	15	17	15
Sun May 22 00:01:35 2022	1653170495	2	15	17	15
Sun May 22 00:01:26 2022	1653170486	3	14	17	14
Sun May 22 00:01:35 2022	1653170495	3	14	17	14
Sun May 22 00:02:11 2022	1653170531	1	16	17	15
Sun May 22 00:01:55 2022	1653170515	1	16	17	16
Sun May 22 00:01:35 2022	1653170495	2	15	17	15
Sun May 22 00:01:35 2022	1653170495	3	15	17	14
Sun May 22 00:01:26 2022	1653170486	1	16	17	16
Sun May 22 00:01:55 2022	1653170515	1	16	18	16
Sun May 22 00:01:26 2022	1653170486	2	16	18	16
Sun May 22 00:01:58 2022	1653170518	1	17	18	17
Sun May 22 00:01:58 2022	1653170518	2	16	18	16
Sun May 22 00:01:59 2022	1653170519	2	16	18	16
Sun May 22 00:01:26 2022	1653170486	1	17	18	17
Sun May 22 00:01:35 2022	1653170495	3	15	18	15
Sun May 22 00:02:15 2022	1653170535	5	14	18	13
Sun May 22 00:01:35 2022	1653170495	1	17	18	17
Sun May 22 00:01:55 2022	1653170515	2	17	18	17
Sun May 22 00:01:26 2022	1653170486	2	17	18	16
Sun May 22 00:01:55 2022	1653170515	3	16	18	16
Sun May 22 00:01:26 2022	1653170486	2	16	18	16
Sun May 22 00:01:55 2022	1653170515	2	16	18	16
Sun May 22 00:02:05 2022	1653170525	4	15	18	15
Sun May 22 00:01:26 2022	1653170486	2	17	19	16
Sun May 22 00:01:24 2022	1653170484	3	15	19	15
Sun May 22 00:01:59 2022	1653170519	3	15	19	15
Sun May 22 00:02:02 2022	1653170522	2	17	19	16
Sun May 22 00:01:42 2022	1653170502	1	18	19	18
Sun May 22 00:01:58 2022	1653170518	1	17	19	17
Sun May 22 00:01:58 2022	1653170518	1	18	19	18
Sun May 22 00:01:58 2022	1653170518	1	17	19	17
Sun May 22 00:01:58 2022	1653170518	1	18	19	18
Sun May 22 00:01:40 2022	1653170500	1	17	19	17
Sun May 22 00:01:59 2022	1653170519	2	17	19	17
Sun May 22 00:01:55 2022	1653170515	2	17	19	17
Sun May 22 00:01:59 2022	1653170519	2	17	19	17
Sun May 22 00:02:05 2022	1653170525	4	15	19	15
Sun May 22 00:01:55 2022	1653170515	2	17	19	17
Sun May 22 00:01:35 2022	1653170495	1	18	19	18
Sun May 22 00:01:35 2022	1653170495	3	16	19	15
Sun May 22 00:01:59 2022	1653170519	1	18	19	18
Sun May 22 00:01:24 2022	1653170484	3	16	19	16
Sun May 22 00:02:11 2022	1653170531	1	18	19	18
Sun May 22 00:01:26 2022	1653170486	3	16	19	16
Sun May 22 00:01:35 2022	1653170495	1	18	19	18
Sun May 22 00:01:35 2022	1653170495	3	17	19	16
Sun May 22 00:01:59 2022	1653170519	1	18	19	18
Sun May 22 00:01:35 2022	1653170495	2	18	19	18
Sun May 22 00:01:58 2022	1653170518	1	18	20	18
Sun May 22 00:01:40 2022	1653170500	2	18	20	18
Sun May 22 00:02:05 2022	1653170525	1	18	20	18
Sun May 22 00:02:05 2022	1653170525	1	19	20	19
Sun May 22 00:02:11 2022	1653170531	1	19	20	18
Sun May 22 00:01:55 2022	1653170515	2	17	20	17
Sun May 22 00:01:40 2022	1653170500	2	18	20	17
Sun May 22 00:01:35 2022	1653170495	2	18	20	17
Sun May 22 00:02:05 2022	1653170525	1	18	20	18
Sun May 22 00:01:40 2022	1653170500	4	16	20	16
Sun May 22 00:01:26 2022	1653170486	2	18	20	18
Sun May 22 00:01:26 2022	1653170486	3	17	20	17
Sun May 22 00:01:26 2022	1653170486	2	18	20	18
Sun May 22 00:01:35 2022	1653170495	3	17	20	17
Sun May 22 00:01:59 2022	1653170519	1	19	20	19
Sun May 22 00:01:26 2022	1653170486	1	19	20	19
Sun May 22 00:01:26 2022	1653170486	3	17	20	17
Sun May 22 00:01:40 2022	1653170500	2	18	20	18
Sun May 22 00:02:05 2022	1653170525	1	19	20	19
Sun May 22 00:01:40 2022	1653170500	1	19	20	19
Sun May 22 00:01:42 2022	1653170502	2	18	20	16
Sun May 22 00:01:42 2022	1653170502	1	19	20	19
Sun May 22 00:02:11 2022	1653170531	2	18	20	18
Sun May 22 00:01:35 2022	1653170495	3	17	20	17
Sun May 22 00:01:35 2022	1653170495	2	18	20	17
Sun May 22 00:01:26 2022	1653170486	3	18	20	18
Sun May 22 00:01:59 2022	1653170519	1	20	20	20
Sun May 22 00:02:05 2022	1653170525	2	18	20	18
Sun May 22 00:01:35 2022	1653170495	1	19	21	19
Sun May 22 00:01:58 2022	1653170518	3	17	21	17
Sun May 22 00:02:02 2022	1653170522	2	19	21	19
Sun May 22 00:01:40 2022	1653170500	1	20	21	20
Sun May 22 00:01:26 2022	1653170486	1	20	21	19
Sun May 22 00:01:58 2022	1653170518	2	19	21	19
Sun May 22 00:01:46 2022	1653170506	1	21	21	21
Sun May 22 00:01:24 2022	1653170484	2	19	21	19
Sun May 22 00:01:59 2022	1653170519	1	20	21	20
Sun May 22 00:01:40 2022	1653170500	2	19	21	19
Sun May 22 00:02:05 2022	1653170525	3	18	21	18
Sun May 22 00:01:35 2022	1653170495	2	19	21	19
Sun May 22 00:01:58 2022	1653170518	3	19	21	19
Sun May 22 00:01:55 2022	1653170515	5	17	22	17
Sun May 22 00:01:58 2022	1653170518	3	19	22	19
Sun May 22 00:01:49 2022	1653170509	2	19	22	19
Sun May 22 00:01:35 2022	1653170495	3	20	22	19
Sun May 22 00:01:26 2022	1653170486	2	20	22	20
Sun May 22 00:02:11 2022	1653170531	2	21	22	21
Sun May 22 00:01:58 2022	1653170518	1	21	22	21
Sun May 22 00:01:35 2022	1653170495	2	21	22	20
Sun May 22 00:01:49 2022	1653170509	3	20	23	19
Sun May 22 00:02:15 2022	1653170535	5	17	23	17
Sun May 22 00:01:35 2022	1653170495	2	21	23	20
Sun May 22 00:01:26 2022	1653170486	3	20	23	20
Sun May 22 00:01:35 2022	1653170495	2	21	23	21
Sun May 22 00:01:58 2022	1653170518	2	21	23	21
Sun May 22 00:01:24 2022	1653170484	2	21	23	21
Sun May 22 00:01:35 2022	1653170495	1	22	23	21
Sun May 22 00:01:58 2022	1653170518	2	22	23	22
Sun May 22 00:01:35 2022	1653170495	1	22	23	22
Sun May 22 00:02:02 2022	1653170522	3	21	24	20
Sun May 22 00:02:11 2022	1653170531	4	20	24	20
Sun May 22 00:01:58 2022	1653170518	2	22	24	22
Sun May 22 00:02:15 2022	1653170535	4	19	24	19
Sun May 22 00:02:05 2022	1653170525	2	22	24	22
Sun May 22 00:01:49 2022	1653170509	3	21	24	21
Sun May 22 00:02:05 2022	1653170525	3	21	24	21
Sun May 22 00:01:40 2022	1653170500	3	21	24	21
Sun May 22 00:02:05 2022	1653170525	1	23	24	23
Sun May 22 00:01:49 2022	1653170509	4	21	24	20
Sun May 22 00:01:55 2022	1653170515	2	22	24	22
Sun May 22 00:02:15 2022	1653170535	2	22	24	22
Sun May 22 00:01:35 2022	1653170495	1	23	24	23
Sun May 22 00:01:40 2022	1653170500	3	22	25	22
Sun May 22 00:01:40 2022	1653170500	1	23	25	23
Sun May 22 00:02:02 2022	1653170522	2	23	25	22
Sun May 22 00:02:05 2022	1653170525	2	23	25	21
Sun May 22 00:01:35 2022	1653170495	1	24	25	24
Sun May 22 00:02:11 2022	1653170531	4	21	25	21
Sun May 22 00:02:05 2022	1653170525	3	22	25	22
Sun May 22 00:01:35 2022	1653170495	1	24	25	24
Sun May 22 00:02:05 2022	1653170525	2	23	25	23
Sun May 22 00:01:58 2022	1653170518	2	23	25	23
Sun May 22 00:02:05 2022	1653170525	3	23	25	22
Sun May 22 00:02:05 2022	1653170525	2	24	25	23
Sun May 22 00:02:05 2022	1653170525	3	23	25	23
Sun May 22 00:01:59 2022	1653170519	6	19	25	19
Sun May 22 00:01:35 2022	1653170495	1	25	25	25
Sun May 22 00:01:42 2022	1653170502	3	23	25	22
Sun May 22 00:02:15 2022	1653170535	5	21	25	20
Sun May 22 00:01:24 2022	1653170484	3	23	26	23
Sun May 22 00:01:35 2022	1653170495	1	24	26	24
Sun May 22 00:01:58 2022	1653170518	2	24	26	23
Sun May 22 00:01:59 2022	1653170519	4	22	26	21
Sun May 22 00:01:24 2022	1653170484	6	20	26	20
Sun May 22 00:01:49 2022	1653170509	4	22	26	22
Sun May 22 00:01:59 2022	1653170519	2	24	26	24
Sun May 22 00:01:37 2022	1653170497	1	25	26	25
Sun May 22 00:01:58 2022	1653170518	4	22	26	22
Sun May 22 00:02:05 2022	1653170525	1	25	26	24
Sun May 22 00:01:59 2022	1653170519	1	25	26	25
Sun May 22 00:01:49 2022	1653170509	4	22	26	22
Sun May 22 00:01:55 2022	1653170515	1	25	26	23
Sun May 22 00:02:05 2022	1653170525	1	25	26	25
Sun May 22 00:01:58 2022	1653170518	5	22	26	20
Sun May 22 00:01:59 2022	1653170519	1	26	26	25
Sun May 22 00:01:26 2022	1653170486	1	25	26	25
Sun May 22 00:01:40 2022	1653170500	5	21	27	21
Sun May 22 00:01:26 2022	1653170486	3	24	27	24
Sun May 22 00:01:49 2022	1653170509	5	22	27	22
Sun May 22 00:01:40 2022	1653170500	1	26	27	26
Sun May 22 00:01:42 2022	1653170502	1	26	27	25
Sun May 22 00:01:49 2022	1653170509	3	23	27	23
Sun May 22 00:01:42 2022	1653170502	1	26	27	26
Sun May 22 00:01:55 2022	1653170515	3	24	27	24
Sun May 22 00:01:49 2022	1653170509	1	26	27	26
Sun May 22 00:01:35 2022	1653170495	1	26	27	25
Sun May 22 00:01:26 2022	1653170486	2	25	27	25
Sun May 22 00:02:02 2022	1653170522	2	25	27	24
Sun May 22 00:02:22 2022	1653170542	1	26	27	25
Sun May 22 00:01:24 2022	1653170484	1	27	27	25
Sun May 22 00:02:15 2022	1653170535	3	24	27	24
Sun May 22 00:01:58 2022	1653170518	5	22	28	22
Sun May 22 00:01:55 2022	1653170515	2	26	28	25
Sun May 22 00:01:55 2022	1653170515	2	25	28	24
Sun May 22 00:01:25 2022	1653170485	2	26	28	25
Sun May 22 00:01:24 2022	1653170484	11	16	28	16
Sun May 22 00:01:37 2022	1653170497	0	27	28	27
Sun May 22 00:01:58 2022	1653170518	1	27	28	27
Sun May 22 00:01:42 2022	1653170502	1	27	28	26
Sun May 22 00:01:49 2022	1653170509	1	27	28	27
Sun May 22 00:02:11 2022	1653170531	5	24	28	23
Sun May 22 00:01:35 2022	1653170495	1	27	28	26
Sun May 22 00:01:59 2022	1653170519	1	28	28	27
Sun May 22 00:01:24 2022	1653170484	6	23	28	23
Sun May 22 00:01:55 2022	1653170515	2	26	29	26
Sun May 22 00:02:05 2022	1653170525	2	27	29	27
Sun May 22 00:02:05 2022	1653170525	1	27	29	27
Sun May 22 00:01:24 2022	1653170484	5	24	29	23
Sun May 22 00:01:49 2022	1653170509	5	24	29	23
Sun May 22 00:01:35 2022	1653170495	1	28	29	28
Sun May 22 00:02:05 2022	1653170525	1	28	29	24
Sun May 22 00:02:05 2022	1653170525	3	26	29	23
Sun May 22 00:01:55 2022	1653170515	2	27	29	27
Sun May 22 00:01:58 2022	1653170518	1	28	29	28
Sun May 22 00:01:40 2022	1653170500	2	27	29	27
Sun May 22 00:01:58 2022	1653170518	1	29	29	28
Sun May 22 00:02:05 2022	1653170525	5	24	29	24
Sun May 22 00:01:49 2022	1653170509	5	24	29	24
Sun May 22 00:02:15 2022	1653170535	1	29	30	28
Sun May 22 00:01:26 2022	1653170486	2	27	30	27
Sun May 22 00:01:35 2022	1653170495	2	28	30	28
Sun May 22 00:02:15 2022	1653170535	2	28	30	28
