Percentage served,Time in ms
0,4.744
1,8.178
2,9.172
3,9.947
4,10.558
5,11.128
6,11.782
7,12.363
8,12.891
9,13.424
10,14.134
11,14.881
12,15.775
13,16.685
14,17.694
15,18.998
16,20.218
17,21.370
18,22.937
19,24.673
20,26.300
21,28.475
22,30.732
23,33.147
24,35.256
25,36.446
26,37.644
27,38.937
28,39.679
29,40.140
30,40.455
31,40.761
32,41.009
33,41.242
34,41.471
35,41.726
36,41.949
37,42.192
38,42.433
39,42.685
40,42.964
41,43.270
42,43.578
43,43.963
44,44.317
45,44.636
46,44.999
47,45.369
48,45.719
49,45.954
50,46.190
51,46.450
52,46.731
53,46.951
54,47.200
55,47.498
56,47.775
57,48.062
58,48.344
59,48.716
60,49.015
61,49.344
62,49.664
63,49.903
64,50.162
65,50.384
66,50.586
67,50.800
68,51.008
69,51.195
70,51.368
71,51.520
72,51.683
73,51.870
74,52.027
75,52.192
76,52.330
77,52.538
78,52.724
79,52.844
80,53.051
81,53.273
82,53.460
83,53.717
84,53.932
85,54.295
86,54.612
87,54.986
88,55.404
89,55.880
90,56.538
91,57.381
92,58.239
93,59.420
94,61.636
95,64.817
96,68.983
97,77.873
98,97.180
99,139.904
100,3197.100
