starttime	seconds	ctime	dtime	ttime	wait
Sun May 22 00:45:12 2022	1653173112	1	9	9	8
Sun May 22 00:44:20 2022	1653173060	1	8	9	8
Sun May 22 00:45:10 2022	1653173110	1	10	11	10
Sun May 22 00:44:25 2022	1653173065	1	11	12	10
Sun May 22 00:44:31 2022	1653173071	1	12	12	11
Sun May 22 00:44:34 2022	1653173074	1	12	12	11
Sun May 22 00:44:28 2022	1653173068	1	11	13	11
Sun May 22 00:44:28 2022	1653173068	2	11	13	11
Sun May 22 00:44:40 2022	1653173080	1	12	13	12
Sun May 22 00:44:51 2022	1653173091	1	12	13	12
Sun May 22 00:44:29 2022	1653173069	1	13	13	11
Sun May 22 00:44:22 2022	1653173062	1	13	14	12
Sun May 22 00:45:08 2022	1653173108	1	13	14	13
Sun May 22 00:44:21 2022	1653173061	1	13	14	13
Sun May 22 00:44:24 2022	1653173064	1	13	14	13
Sun May 22 00:44:40 2022	1653173080	1	14	15	13
Sun May 22 00:44:56 2022	1653173096	2	13	15	12
Sun May 22 00:44:29 2022	1653173069	1	14	15	13
Sun May 22 00:44:34 2022	1653173074	1	14	15	12
Sun May 22 00:45:09 2022	1653173109	0	15	15	14
Sun May 22 00:44:27 2022	1653173067	1	15	15	14
Sun May 22 00:44:40 2022	1653173080	1	15	15	14
Sun May 22 00:44:30 2022	1653173070	1	15	15	14
Sun May 22 00:45:15 2022	1653173115	1	15	16	14
Sun May 22 00:44:34 2022	1653173074	1	15	16	13
Sun May 22 00:44:22 2022	1653173062	1	15	16	14
Sun May 22 00:44:32 2022	1653173072	1	15	16	14
Sun May 22 00:44:23 2022	1653173063	0	15	16	15
Sun May 22 00:44:34 2022	1653173074	1	15	16	15
Sun May 22 00:44:50 2022	1653173090	1	15	16	14
Sun May 22 00:44:44 2022	1653173084	1	15	16	15
Sun May 22 00:45:10 2022	1653173110	1	15	16	14
Sun May 22 00:44:38 2022	1653173078	1	16	16	15
Sun May 22 00:45:09 2022	1653173109	1	15	16	15
Sun May 22 00:45:03 2022	1653173103	0	16	16	15
Sun May 22 00:44:51 2022	1653173091	1	16	17	16
Sun May 22 00:44:22 2022	1653173062	1	16	17	15
Sun May 22 00:44:28 2022	1653173068	1	15	17	15
Sun May 22 00:45:03 2022	1653173103	1	16	17	15
Sun May 22 00:44:25 2022	1653173065	1	16	17	15
Sun May 22 00:44:33 2022	1653173073	1	16	17	15
Sun May 22 00:45:07 2022	1653173107	1	16	17	15
Sun May 22 00:45:16 2022	1653173116	1	16	17	15
Sun May 22 00:44:27 2022	1653173067	1	16	17	16
Sun May 22 00:45:05 2022	1653173105	1	16	17	16
Sun May 22 00:44:24 2022	1653173064	1	16	17	15
Sun May 22 00:45:11 2022	1653173111	1	16	17	16
Sun May 22 00:44:38 2022	1653173078	1	17	17	16
Sun May 22 00:45:07 2022	1653173107	1	17	17	16
Sun May 22 00:44:32 2022	1653173072	1	16	17	15
Sun May 22 00:44:52 2022	1653173092	1	17	17	16
Sun May 22 00:45:06 2022	1653173106	1	16	17	15
Sun May 22 00:45:10 2022	1653173110	1	17	17	16
