Percentage served,Time in ms
0,9.121
1,19.166
2,21.141
3,23.064
4,24.822
5,26.266
6,27.884
7,29.032
8,30.294
9,31.135
10,32.020
11,32.914
12,33.814
13,34.842
14,35.715
15,36.536
16,37.467
17,38.474
18,39.340
19,40.021
20,40.708
21,41.298
22,41.945
23,42.701
24,43.421
25,43.957
26,44.606
27,45.277
28,45.841
29,46.424
30,46.974
31,47.545
32,48.114
33,48.571
34,49.053
35,49.545
36,49.988
37,50.456
38,50.949
39,51.362
40,51.728
41,52.166
42,52.617
43,53.083
44,53.565
45,53.996
46,54.367
47,54.742
48,55.184
49,55.541
50,55.926
51,56.325
52,56.698
53,57.119
54,57.574
55,58.017
56,58.432
57,58.803
58,59.188
59,59.570
60,59.994
61,60.409
62,60.873
63,61.278
64,61.668
65,62.109
66,62.563
67,62.991
68,63.557
69,63.954
70,64.359
71,64.779
72,65.273
73,65.768
74,66.188
75,66.672
76,67.363
77,67.861
78,68.349
79,68.931
80,69.513
81,70.172
82,70.830
83,71.508
84,72.177
85,72.816
86,73.607
87,74.496
88,75.294
89,76.183
90,77.284
91,78.432
92,79.490
93,81.050
94,82.463
95,84.022
96,86.547
97,90.119
98,94.872
99,106.406
100,3126.118
