Percentage served,Time in ms
0,4.557
1,8.115
2,9.067
3,9.640
4,10.068
5,10.513
6,10.902
7,11.220
8,11.546
9,11.786
10,12.078
11,12.343
12,12.677
13,12.998
14,13.296
15,13.660
16,13.984
17,14.399
18,14.766
19,15.146
20,15.703
21,16.165
22,16.761
23,17.455
24,18.336
25,19.297
26,20.516
27,22.984
28,26.691
29,32.019
30,34.416
31,35.915
32,37.300
33,38.557
34,39.501
35,40.312
36,40.993
37,41.546
38,42.151
39,42.777
40,43.314
41,43.793
42,44.227
43,44.624
44,44.993
45,45.369
46,45.626
47,45.928
48,46.191
49,46.421
50,46.609
51,46.803
52,47.038
53,47.263
54,47.498
55,47.720
56,47.911
57,48.132
58,48.374
59,48.569
60,48.803
61,49.059
62,49.282
63,49.508
64,49.709
65,49.923
66,50.171
67,50.423
68,50.679
69,50.933
70,51.198
71,51.483
72,51.732
73,51.968
74,52.234
75,52.486
76,52.775
77,53.101
78,53.326
79,53.618
80,53.907
81,54.216
82,54.547
83,54.963
84,55.363
85,55.854
86,56.246
87,56.806
88,57.369
89,57.897
90,58.561
91,59.219
92,60.092
93,61.104
94,62.302
95,64.229
96,66.878
97,71.907
98,83.839
99,126.253
100,3145.507
