starttime	seconds	ctime	dtime	ttime	wait
Sat May 21 23:09:12 2022	1653167352	1	14	15	10
Sat May 21 23:09:12 2022	1653167352	1	21	21	18
Sat May 21 23:09:12 2022	1653167352	1	25	26	23
Sat May 21 23:10:06 2022	1653167406	1	27	27	26
Sat May 21 23:10:06 2022	1653167406	1	30	30	28
Sat May 21 23:09:12 2022	1653167352	1	31	32	31
Sat May 21 23:10:06 2022	1653167406	1	32	33	31
Sat May 21 23:10:06 2022	1653167406	1	33	33	32
Sat May 21 23:09:32 2022	1653167372	1	33	34	32
Sat May 21 23:10:06 2022	1653167406	1	33	34	32
Sat May 21 23:09:32 2022	1653167372	1	33	34	31
Sat May 21 23:09:32 2022	1653167372	1	33	34	32
Sat May 21 23:10:06 2022	1653167406	1	34	34	33
Sat May 21 23:09:33 2022	1653167373	1	34	34	33
Sat May 21 23:09:32 2022	1653167372	1	34	34	33
Sat May 21 23:09:32 2022	1653167372	1	34	34	32
Sat May 21 23:09:32 2022	1653167372	1	34	34	33
Sat May 21 23:09:32 2022	1653167372	1	34	35	33
Sat May 21 23:09:33 2022	1653167373	1	34	35	33
Sat May 21 23:10:06 2022	1653167406	1	34	35	33
Sat May 21 23:09:33 2022	1653167373	1	34	35	33
Sat May 21 23:10:06 2022	1653167406	0	34	35	33
Sat May 21 23:10:06 2022	1653167406	1	34	35	33
Sat May 21 23:09:53 2022	1653167393	1	34	35	33
Sat May 21 23:09:53 2022	1653167393	1	34	35	33
Sat May 21 23:09:32 2022	1653167372	1	34	35	34
Sat May 21 23:09:33 2022	1653167373	1	34	35	33
Sat May 21 23:09:32 2022	1653167372	1	34	35	33
Sat May 21 23:09:33 2022	1653167373	1	34	35	33
Sat May 21 23:09:33 2022	1653167373	1	34	35	34
Sat May 21 23:09:53 2022	1653167393	1	34	35	34
Sat May 21 23:09:32 2022	1653167372	1	34	35	34
Sat May 21 23:09:33 2022	1653167373	1	34	35	34
Sat May 21 23:10:06 2022	1653167406	1	34	35	33
Sat May 21 23:09:33 2022	1653167373	1	35	35	33
Sat May 21 23:09:53 2022	1653167393	1	34	35	33
Sat May 21 23:10:06 2022	1653167406	1	35	35	34
Sat May 21 23:09:33 2022	1653167373	1	34	35	33
Sat May 21 23:09:33 2022	1653167373	1	34	35	33
Sat May 21 23:09:53 2022	1653167393	1	34	35	33
Sat May 21 23:09:53 2022	1653167393	1	35	35	33
Sat May 21 23:09:53 2022	1653167393	1	35	35	34
Sat May 21 23:10:06 2022	1653167406	1	35	35	34
Sat May 21 23:09:33 2022	1653167373	1	35	35	33
Sat May 21 23:09:33 2022	1653167373	1	35	35	34
Sat May 21 23:09:33 2022	1653167373	1	35	35	34
Sat May 21 23:09:33 2022	1653167373	0	35	35	33
Sat May 21 23:09:53 2022	1653167393	1	35	35	33
Sat May 21 23:10:06 2022	1653167406	1	35	35	34
Sat May 21 23:10:06 2022	1653167406	1	35	35	34
Sat May 21 23:09:53 2022	1653167393	1	35	35	34
Sat May 21 23:09:53 2022	1653167393	1	35	35	34
Sat May 21 23:09:53 2022	1653167393	1	35	35	34
Sat May 21 23:09:32 2022	1653167372	1	34	35	34
Sat May 21 23:09:53 2022	1653167393	1	35	35	34
Sat May 21 23:09:33 2022	1653167373	1	35	35	34
Sat May 21 23:09:33 2022	1653167373	1	35	35	34
Sat May 21 23:10:06 2022	1653167406	1	35	35	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	34
Sat May 21 23:09:33 2022	1653167373	1	35	36	34
Sat May 21 23:09:33 2022	1653167373	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	34
Sat May 21 23:09:33 2022	1653167373	1	35	36	34
Sat May 21 23:09:33 2022	1653167373	1	35	36	35
Sat May 21 23:09:53 2022	1653167393	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	35
Sat May 21 23:09:53 2022	1653167393	1	35	36	34
Sat May 21 23:09:33 2022	1653167373	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	34
Sat May 21 23:09:32 2022	1653167372	1	35	36	34
Sat May 21 23:09:33 2022	1653167373	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	33
Sat May 21 23:10:06 2022	1653167406	1	35	36	34
Sat May 21 23:09:32 2022	1653167372	1	35	36	34
Sat May 21 23:10:06 2022	1653167406	1	35	36	34
Sat May 21 23:09:33 2022	1653167373	1	35	36	34
Sat May 21 23:09:33 2022	1653167373	1	35	36	33
Sat May 21 23:09:33 2022	1653167373	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	34
Sat May 21 23:10:06 2022	1653167406	1	35	36	35
Sat May 21 23:09:53 2022	1653167393	0	35	36	35
Sat May 21 23:09:53 2022	1653167393	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	34
Sat May 21 23:09:33 2022	1653167373	1	35	36	33
Sat May 21 23:09:33 2022	1653167373	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	33
Sat May 21 23:09:32 2022	1653167372	1	35	36	34
Sat May 21 23:09:57 2022	1653167397	0	36	36	34
Sat May 21 23:09:32 2022	1653167372	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	34
Sat May 21 23:09:57 2022	1653167397	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	34
Sat May 21 23:09:51 2022	1653167391	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	33
Sat May 21 23:09:53 2022	1653167393	1	35	36	35
Sat May 21 23:09:57 2022	1653167397	1	35	36	35
Sat May 21 23:09:33 2022	1653167373	1	35	36	35
Sat May 21 23:09:33 2022	1653167373	1	35	36	34
Sat May 21 23:09:33 2022	1653167373	1	35	36	35
Sat May 21 23:09:53 2022	1653167393	1	36	36	35
Sat May 21 23:09:57 2022	1653167397	1	35	36	34
Sat May 21 23:09:47 2022	1653167387	1	35	36	34
Sat May 21 23:09:33 2022	1653167373	1	35	36	35
Sat May 21 23:09:13 2022	1653167353	1	35	36	33
Sat May 21 23:09:53 2022	1653167393	1	35	36	35
Sat May 21 23:10:05 2022	1653167405	1	35	36	34
Sat May 21 23:09:33 2022	1653167373	1	35	36	34
Sat May 21 23:09:47 2022	1653167387	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	35
Sat May 21 23:09:33 2022	1653167373	1	36	36	35
Sat May 21 23:09:57 2022	1653167397	1	36	36	35
Sat May 21 23:09:57 2022	1653167397	1	36	36	34
Sat May 21 23:09:33 2022	1653167373	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	36	36	35
Sat May 21 23:09:33 2022	1653167373	1	35	36	34
Sat May 21 23:09:53 2022	1653167393	1	35	36	33
Sat May 21 23:09:33 2022	1653167373	1	36	36	34
Sat May 21 23:09:52 2022	1653167392	1	36	36	34
Sat May 21 23:09:53 2022	1653167393	0	36	36	35
Sat May 21 23:10:06 2022	1653167406	1	36	36	35
Sat May 21 23:09:53 2022	1653167393	1	36	36	35
Sat May 21 23:09:53 2022	1653167393	1	36	36	35
Sat May 21 23:09:53 2022	1653167393	1	36	36	35
Sat May 21 23:10:06 2022	1653167406	1	36	36	35
Sat May 21 23:10:06 2022	1653167406	1	36	36	35
Sat May 21 23:09:33 2022	1653167373	1	36	36	35
Sat May 21 23:09:53 2022	1653167393	0	36	36	35
Sat May 21 23:09:53 2022	1653167393	1	36	36	35
Sat May 21 23:09:53 2022	1653167393	1	36	36	35
Sat May 21 23:09:38 2022	1653167378	1	36	37	35
Sat May 21 23:09:53 2022	1653167393	1	36	37	35
Sat May 21 23:09:53 2022	1653167393	1	36	37	35
Sat May 21 23:10:06 2022	1653167406	1	36	37	35
Sat May 21 23:09:32 2022	1653167372	1	36	37	35
Sat May 21 23:09:53 2022	1653167393	1	36	37	35
Sat May 21 23:09:33 2022	1653167373	1	36	37	35
Sat May 21 23:09:53 2022	1653167393	1	36	37	35
Sat May 21 23:09:33 2022	1653167373	1	36	37	35
Sat May 21 23:09:27 2022	1653167367	1	36	37	35
Sat May 21 23:10:06 2022	1653167406	1	36	37	36
Sat May 21 23:09:53 2022	1653167393	1	36	37	35
Sat May 21 23:09:53 2022	1653167393	1	36	37	35
Sat May 21 23:09:33 2022	1653167373	0	36	37	35
Sat May 21 23:09:55 2022	1653167395	1	36	37	35
Sat May 21 23:09:55 2022	1653167395	1	36	37	35
Sat May 21 23:09:53 2022	1653167393	1	36	37	35
Sat May 21 23:09:33 2022	1653167373	1	36	37	35
Sat May 21 23:10:06 2022	1653167406	1	36	37	35
Sat May 21 23:09:38 2022	1653167378	1	36	37	35
Sat May 21 23:10:06 2022	1653167406	1	36	37	35
Sat May 21 23:09:47 2022	1653167387	1	36	37	36
Sat May 21 23:10:06 2022	1653167406	1	36	37	35
Sat May 21 23:09:53 2022	1653167393	1	36	37	35
Sat May 21 23:10:05 2022	1653167405	1	36	37	34
Sat May 21 23:09:13 2022	1653167353	1	35	37	34
Sat May 21 23:09:33 2022	1653167373	1	36	37	35
Sat May 21 23:09:32 2022	1653167372	1	36	37	36
Sat May 21 23:09:53 2022	1653167393	1	36	37	35
Sat May 21 23:09:59 2022	1653167399	1	36	37	34
Sat May 21 23:09:33 2022	1653167373	1	36	37	35
Sat May 21 23:09:53 2022	1653167393	1	36	37	35
Sat May 21 23:10:06 2022	1653167406	1	36	37	36
Sat May 21 23:09:52 2022	1653167392	1	36	37	35
Sat May 21 23:09:33 2022	1653167373	1	36	37	35
Sat May 21 23:09:32 2022	1653167372	1	36	37	34
Sat May 21 23:09:53 2022	1653167393	1	36	37	35
Sat May 21 23:09:33 2022	1653167373	1	36	37	35
Sat May 21 23:09:33 2022	1653167373	1	36	37	35
Sat May 21 23:09:53 2022	1653167393	1	36	37	36
Sat May 21 23:09:33 2022	1653167373	1	36	37	35
Sat May 21 23:09:49 2022	1653167389	1	36	37	35
Sat May 21 23:09:32 2022	1653167372	1	36	37	36
Sat May 21 23:09:53 2022	1653167393	1	36	37	36
