Percentage served,Time in ms
0,8.550
1,16.343
2,18.288
3,19.919
4,20.978
5,22.015
6,23.046
7,23.884
8,24.806
9,25.510
10,26.275
11,27.066
12,27.759
13,28.606
14,29.411
15,30.101
16,30.863
17,31.664
18,32.294
19,32.990
20,33.488
21,34.109
22,34.737
23,35.315
24,35.888
25,36.384
26,36.886
27,37.484
28,37.996
29,38.474
30,38.868
31,39.346
32,39.800
33,40.235
34,40.691
35,41.140
36,41.597
37,42.073
38,42.515
39,42.923
40,43.312
41,43.674
42,44.028
43,44.429
44,44.788
45,45.186
46,45.642
47,46.024
48,46.378
49,46.688
50,47.030
51,47.422
52,47.800
53,48.147
54,48.571
55,48.942
56,49.361
57,49.742
58,50.130
59,50.536
60,50.857
61,51.237
62,51.588
63,51.951
64,52.306
65,52.644
66,53.039
67,53.445
68,53.845
69,54.249
70,54.663
71,55.135
72,55.509
73,55.967
74,56.320
75,56.846
76,57.370
77,57.895
78,58.505
79,58.988
80,59.478
81,60.094
82,60.794
83,61.570
84,62.421
85,63.205
86,64.145
87,65.156
88,66.096
89,67.055
90,68.073
91,69.349
92,70.701
93,72.418
94,74.580
95,77.408
96,80.914
97,88.162
98,100.141
99,230.197
100,3195.445
