starttime	seconds	ctime	dtime	ttime	wait
Sun May 22 00:25:48 2022	1653171948	2	7	9	6
Sun May 22 00:26:23 2022	1653171983	1	8	9	7
Sun May 22 00:26:31 2022	1653171991	1	9	9	7
Sun May 22 00:26:16 2022	1653171976	1	9	10	8
Sun May 22 00:25:58 2022	1653171958	1	9	10	8
Sun May 22 00:26:09 2022	1653171969	1	9	10	8
Sun May 22 00:25:49 2022	1653171949	1	9	10	9
Sun May 22 00:25:50 2022	1653171950	0	10	10	9
Sun May 22 00:25:53 2022	1653171953	1	11	11	10
Sun May 22 00:26:13 2022	1653171973	0	11	12	11
Sun May 22 00:26:40 2022	1653172000	0	12	12	11
Sun May 22 00:26:44 2022	1653172004	1	12	12	11
Sun May 22 00:25:49 2022	1653171949	1	12	13	11
Sun May 22 00:26:24 2022	1653171984	0	12	13	12
Sun May 22 00:25:56 2022	1653171956	1	12	13	11
Sun May 22 00:25:58 2022	1653171958	1	12	13	11
Sun May 22 00:25:57 2022	1653171957	0	13	13	12
Sun May 22 00:26:03 2022	1653171963	1	13	13	12
Sun May 22 00:26:20 2022	1653171980	1	12	13	12
Sun May 22 00:26:03 2022	1653171963	1	13	14	11
Sun May 22 00:25:52 2022	1653171952	4	10	14	9
Sun May 22 00:26:14 2022	1653171974	1	12	14	11
Sun May 22 00:25:52 2022	1653171952	1	12	14	12
Sun May 22 00:26:14 2022	1653171974	1	13	14	12
Sun May 22 00:26:15 2022	1653171975	1	13	14	12
Sun May 22 00:26:14 2022	1653171974	1	13	14	12
Sun May 22 00:26:25 2022	1653171985	1	13	14	12
Sun May 22 00:25:53 2022	1653171953	1	13	14	12
Sun May 22 00:26:45 2022	1653172005	1	13	14	12
Sun May 22 00:25:52 2022	1653171952	1	13	14	13
Sun May 22 00:26:14 2022	1653171974	1	13	14	13
Sun May 22 00:26:38 2022	1653171998	1	13	14	12
Sun May 22 00:26:28 2022	1653171988	1	13	14	12
Sun May 22 00:26:18 2022	1653171978	1	14	14	13
Sun May 22 00:26:28 2022	1653171988	1	14	14	12
Sun May 22 00:26:20 2022	1653171980	1	14	14	13
Sun May 22 00:26:39 2022	1653171999	1	14	14	13
Sun May 22 00:25:49 2022	1653171949	1	13	14	7
Sun May 22 00:26:14 2022	1653171974	1	13	14	12
Sun May 22 00:26:36 2022	1653171996	1	14	14	12
Sun May 22 00:25:50 2022	1653171950	2	12	14	9
Sun May 22 00:26:33 2022	1653171993	1	14	14	11
Sun May 22 00:26:42 2022	1653172002	1	14	14	13
Sun May 22 00:26:08 2022	1653171968	1	14	15	14
Sun May 22 00:26:10 2022	1653171970	1	14	15	13
Sun May 22 00:26:28 2022	1653171988	1	14	15	13
Sun May 22 00:26:27 2022	1653171987	2	13	15	13
Sun May 22 00:25:50 2022	1653171950	1	14	15	13
Sun May 22 00:26:02 2022	1653171962	3	12	15	12
Sun May 22 00:26:33 2022	1653171993	1	14	15	12
Sun May 22 00:26:14 2022	1653171974	1	14	15	14
Sun May 22 00:26:19 2022	1653171979	1	14	15	13
Sun May 22 00:25:55 2022	1653171955	0	14	15	13
Sun May 22 00:26:41 2022	1653172001	1	14	15	14
Sun May 22 00:26:31 2022	1653171991	1	14	15	13
Sun May 22 00:26:32 2022	1653171992	1	14	15	13
Sun May 22 00:26:30 2022	1653171990	1	14	15	13
Sun May 22 00:25:55 2022	1653171955	1	14	15	13
Sun May 22 00:26:02 2022	1653171962	0	15	15	14
