starttime	seconds	ctime	dtime	ttime	wait
Sat May 21 23:50:48 2022	1653169848	1	7	8	7
Sat May 21 23:50:48 2022	1653169848	1	10	11	10
Sat May 21 23:50:56 2022	1653169856	1	10	12	10
Sat May 21 23:50:48 2022	1653169848	1	11	12	11
Sat May 21 23:50:45 2022	1653169845	3	10	13	10
Sat May 21 23:50:54 2022	1653169854	2	11	13	11
Sat May 21 23:50:56 2022	1653169856	1	13	15	13
Sat May 21 23:50:45 2022	1653169845	2	12	15	12
Sat May 21 23:50:56 2022	1653169856	3	12	15	12
Sat May 21 23:50:56 2022	1653169856	1	14	15	14
Sat May 21 23:50:54 2022	1653169854	3	13	15	13
Sat May 21 23:50:54 2022	1653169854	3	13	15	13
Sat May 21 23:50:26 2022	1653169826	5	11	15	10
Sat May 21 23:50:51 2022	1653169851	2	13	15	13
Sat May 21 23:50:54 2022	1653169854	1	15	16	15
Sat May 21 23:50:51 2022	1653169851	1	15	17	15
Sat May 21 23:50:54 2022	1653169854	1	15	17	15
Sat May 21 23:50:54 2022	1653169854	1	16	17	15
Sat May 21 23:50:56 2022	1653169856	1	16	17	16
Sat May 21 23:50:54 2022	1653169854	2	15	17	15
Sat May 21 23:50:54 2022	1653169854	1	16	17	16
Sat May 21 23:50:54 2022	1653169854	3	14	17	13
Sat May 21 23:50:54 2022	1653169854	1	16	17	16
Sat May 21 23:50:56 2022	1653169856	1	16	17	16
Sat May 21 23:50:51 2022	1653169851	1	16	17	16
Sat May 21 23:50:54 2022	1653169854	3	15	17	15
Sat May 21 23:50:54 2022	1653169854	2	16	17	16
Sat May 21 23:50:26 2022	1653169826	2	15	18	15
Sat May 21 23:50:26 2022	1653169826	1	16	18	16
Sat May 21 23:50:26 2022	1653169826	1	17	18	17
Sat May 21 23:50:26 2022	1653169826	1	17	18	17
Sat May 21 23:50:51 2022	1653169851	2	16	18	15
Sat May 21 23:50:56 2022	1653169856	3	15	18	15
Sat May 21 23:50:56 2022	1653169856	1	17	18	17
Sat May 21 23:50:26 2022	1653169826	2	16	18	16
Sat May 21 23:50:51 2022	1653169851	1	17	18	16
Sat May 21 23:50:56 2022	1653169856	2	16	18	16
Sat May 21 23:50:26 2022	1653169826	2	17	18	16
Sat May 21 23:50:56 2022	1653169856	2	16	18	16
Sat May 21 23:50:26 2022	1653169826	2	17	18	17
Sat May 21 23:50:51 2022	1653169851	2	16	18	16
Sat May 21 23:50:54 2022	1653169854	3	15	19	15
Sat May 21 23:50:54 2022	1653169854	1	18	19	17
Sat May 21 23:50:56 2022	1653169856	2	17	19	17
Sat May 21 23:50:54 2022	1653169854	2	17	19	17
Sat May 21 23:50:54 2022	1653169854	4	15	19	15
Sat May 21 23:50:56 2022	1653169856	2	17	19	17
Sat May 21 23:50:51 2022	1653169851	1	18	19	17
Sat May 21 23:50:51 2022	1653169851	2	18	19	17
Sat May 21 23:50:54 2022	1653169854	2	17	19	17
Sat May 21 23:50:26 2022	1653169826	2	18	19	18
Sat May 21 23:50:45 2022	1653169845	2	17	19	17
Sat May 21 23:50:54 2022	1653169854	1	18	19	18
Sat May 21 23:50:54 2022	1653169854	2	18	19	17
Sat May 21 23:50:20 2022	1653169820	2	18	19	18
Sat May 21 23:50:54 2022	1653169854	2	18	20	18
Sat May 21 23:50:26 2022	1653169826	5	15	20	14
Sat May 21 23:50:51 2022	1653169851	2	18	20	18
Sat May 21 23:50:54 2022	1653169854	2	18	20	18
Sat May 21 23:50:56 2022	1653169856	2	18	20	18
Sat May 21 23:50:26 2022	1653169826	3	17	20	17
Sat May 21 23:50:51 2022	1653169851	2	19	20	18
Sat May 21 23:50:45 2022	1653169845	3	18	21	18
Sat May 21 23:50:54 2022	1653169854	2	18	21	18
Sat May 21 23:50:56 2022	1653169856	1	20	21	20
Sat May 21 23:50:51 2022	1653169851	2	19	21	19
Sat May 21 23:50:54 2022	1653169854	1	20	21	20
Sat May 21 23:50:26 2022	1653169826	4	17	21	17
Sat May 21 23:50:54 2022	1653169854	1	20	21	20
Sat May 21 23:50:54 2022	1653169854	2	19	21	19
Sat May 21 23:50:26 2022	1653169826	3	19	21	18
Sat May 21 23:50:26 2022	1653169826	3	18	21	18
Sat May 21 23:50:56 2022	1653169856	2	20	22	20
Sat May 21 23:50:43 2022	1653169843	4	18	22	18
Sat May 21 23:50:19 2022	1653169819	2	20	22	20
Sat May 21 23:50:26 2022	1653169826	4	18	22	18
Sat May 21 23:50:20 2022	1653169820	2	20	22	20
Sat May 21 23:50:20 2022	1653169820	1	21	22	21
Sat May 21 23:50:26 2022	1653169826	2	20	22	20
Sat May 21 23:50:48 2022	1653169848	1	21	22	20
Sat May 21 23:50:56 2022	1653169856	1	22	22	22
Sat May 21 23:50:54 2022	1653169854	3	20	22	20
Sat May 21 23:50:51 2022	1653169851	1	21	22	21
Sat May 21 23:50:26 2022	1653169826	5	17	22	17
Sat May 21 23:50:54 2022	1653169854	1	21	22	21
Sat May 21 23:50:43 2022	1653169843	2	21	23	20
Sat May 21 23:50:54 2022	1653169854	1	21	23	21
Sat May 21 23:50:26 2022	1653169826	5	17	23	15
Sat May 21 23:50:56 2022	1653169856	4	19	23	19
Sat May 21 23:50:45 2022	1653169845	1	22	23	22
Sat May 21 23:50:56 2022	1653169856	1	22	23	22
Sat May 21 23:50:56 2022	1653169856	3	21	23	21
Sat May 21 23:50:36 2022	1653169836	4	19	24	19
Sat May 21 23:50:54 2022	1653169854	4	20	24	20
Sat May 21 23:50:54 2022	1653169854	2	23	24	23
Sat May 21 23:50:54 2022	1653169854	1	23	24	23
Sat May 21 23:50:56 2022	1653169856	1	24	24	24
Sat May 21 23:50:19 2022	1653169819	1	23	25	22
Sat May 21 23:50:56 2022	1653169856	1	24	25	23
Sat May 21 23:50:45 2022	1653169845	3	22	25	22
Sat May 21 23:50:54 2022	1653169854	4	21	25	20
Sat May 21 23:50:56 2022	1653169856	2	23	25	23
Sat May 21 23:50:43 2022	1653169843	1	24	25	23
Sat May 21 23:50:56 2022	1653169856	2	24	25	23
Sat May 21 23:50:36 2022	1653169836	6	20	25	20
Sat May 21 23:50:53 2022	1653169853	3	23	25	22
Sat May 21 23:50:56 2022	1653169856	2	24	26	24
Sat May 21 23:50:45 2022	1653169845	2	24	26	23
Sat May 21 23:50:36 2022	1653169836	5	21	26	21
Sat May 21 23:50:45 2022	1653169845	6	20	26	20
Sat May 21 23:50:54 2022	1653169854	1	25	26	25
Sat May 21 23:50:26 2022	1653169826	2	24	27	24
Sat May 21 23:50:54 2022	1653169854	1	26	27	25
Sat May 21 23:50:48 2022	1653169848	5	22	27	22
Sat May 21 23:50:26 2022	1653169826	2	25	27	25
Sat May 21 23:50:20 2022	1653169820	1	26	27	26
Sat May 21 23:50:56 2022	1653169856	2	25	27	25
Sat May 21 23:50:56 2022	1653169856	3	24	27	24
Sat May 21 23:50:45 2022	1653169845	2	26	28	26
Sat May 21 23:50:20 2022	1653169820	2	26	28	25
Sat May 21 23:50:45 2022	1653169845	5	23	28	23
Sat May 21 23:50:19 2022	1653169819	1	28	28	28
