Percentage served,Time in ms
0,10.652
1,38.826
2,39.394
3,39.717
4,40.043
5,40.258
6,40.448
7,40.628
8,40.788
9,40.929
10,41.057
11,41.184
12,41.298
13,41.422
14,41.533
15,41.651
16,41.745
17,41.854
18,41.953
19,42.056
20,42.160
21,42.276
22,42.387
23,42.484
24,42.569
25,42.667
26,42.777
27,42.892
28,42.977
29,43.066
30,43.161
31,43.269
32,43.356
33,43.443
34,43.522
35,43.604
36,43.681
37,43.754
38,43.827
39,43.893
40,43.953
41,44.021
42,44.090
43,44.150
44,44.224
45,44.299
46,44.372
47,44.450
48,44.546
49,44.607
50,44.701
51,44.788
52,44.865
53,44.963
54,45.047
55,45.154
56,45.255
57,45.350
58,45.469
59,45.588
60,45.711
61,45.837
62,45.968
63,46.104
64,46.233
65,46.370
66,46.548
67,46.670
68,46.789
69,46.898
70,47.019
71,47.182
72,47.305
73,47.432
74,47.583
75,47.715
76,47.874
77,48.036
78,48.167
79,48.327
80,48.508
81,48.740
82,49.000
83,49.219
84,49.481
85,49.812
86,50.150
87,50.529
88,50.847
89,51.155
90,51.493
91,51.948
92,52.480
93,53.093
94,53.784
95,54.680
96,56.138
97,58.354
98,61.914
99,170.801
100,1145.868
