Percentage served,Time in ms
0,9.519
1,18.104
2,20.161
3,22.002
4,23.547
5,24.839
6,26.433
7,27.547
8,28.413
9,29.479
10,30.474
11,31.456
12,32.460
13,33.389
14,34.491
15,35.312
16,36.076
17,36.787
18,37.630
19,38.333
20,38.969
21,39.646
22,40.430
23,41.018
24,41.572
25,42.234
26,42.847
27,43.464
28,43.979
29,44.552
30,45.125
31,45.658
32,46.216
33,46.750
34,47.220
35,47.687
36,48.170
37,48.618
38,49.082
39,49.458
40,49.917
41,50.391
42,50.790
43,51.199
44,51.641
45,52.039
46,52.398
47,52.865
48,53.280
49,53.681
50,54.129
51,54.586
52,55.023
53,55.339
54,55.768
55,56.161
56,56.612
57,57.013
58,57.402
59,57.780
60,58.217
61,58.674
62,59.140
63,59.602
64,59.987
65,60.440
66,60.854
67,61.327
68,61.826
69,62.312
70,62.819
71,63.364
72,63.824
73,64.240
74,64.701
75,65.227
76,65.804
77,66.409
78,66.937
79,67.664
80,68.266
81,68.991
82,69.700
83,70.535
84,71.387
85,72.114
86,73.254
87,74.108
88,74.955
89,76.027
90,77.354
91,78.880
92,80.260
93,82.336
94,84.414
95,86.890
96,90.808
97,96.263
98,104.456
99,127.737
100,3175.255
